Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
05:05:34:53.106,61,0.1123544276,0.1589038521,0.0000000000,0.1721435934,0.0000000000,0.0000000000,0.0000000000,0.1123818681,0.1559223831,0.2161041945,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0141298268,0.0154997613,0.0000000000,0.0142790722,0.0148737319,0.0334109813,0.0692458004,0.0027118665,0.0000000000,0.0043025776,0.0088735661,0.0000000000,0.0000000000,0.0157207120,0.0180709567,0.0404174998,0.0347079672,0.0251888353,0.0097777378,0.0556876995,0.0223532878,0.0557170957,0.0627103969,0.0329503603,0.0318828709,0.0029909280,0.0020201253,0.0000000000,0.0000000000,0.0175891835,0.0152256684,0.0150167253,0.0613319315,0.0000000000,0.0008473222,0.0511792861,0.0362027101,0.0000003000,0.0000000000,0.0000000000,0.0000000000,-0.1191941649,0.0811332911,-0.0263761245,-0.1194379479,0.0811324939,-0.0213138741
05:05:34:54.107,61,0.1120289713,0.1556366980,0.0000000000,0.1695728749,0.0000000000,0.0000000000,0.0000000000,0.1120572537,0.1527168155,0.2133675665,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0141357379,0.0157310665,0.0000000000,0.0144519396,0.0151129551,0.0345617309,0.0696010590,0.0025651536,0.0000000000,0.0040862630,0.0090871453,0.0000000000,0.0000000000,0.0155605255,0.0179302506,0.0406137370,0.0348540545,0.0247651041,0.0098741995,0.0515304431,0.0212968439,0.0551900938,0.0621628538,0.0331757590,0.0321119912,0.0028394242,0.0018806673,0.0000000000,0.0000000000,0.0166915860,0.0151388254,0.0149182789,0.0612021014,0.0000000000,0.0008579722,0.0508325733,0.0360395834,0.0000002185,0.0000000000,0.0000000000,0.0000000000,-0.1177284122,0.0794471949,-0.0258159377,-0.1179268286,0.0794465169,-0.0208510179
05:05:34:55.109,61,0.1116560996,0.1528057903,0.0000000000,0.1655638069,0.0000000000,0.0000000000,0.0000000000,0.1116850227,0.1499626040,0.2091016471,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0140807284,0.0158580430,0.0000000000,0.0144754285,0.0152014475,0.0351346284,0.0695066303,0.0023153543,0.0000000000,0.0038763904,0.0093430141,0.0000000000,0.0000000000,0.0153231788,0.0176859684,0.0406001247,0.0348019861,0.0241740514,0.0098535651,0.0471417196,0.0202098414,0.0537778661,0.0604319982,0.0332933031,0.0322297923,0.0027123722,0.0017723308,0.0000000000,0.0000000000,0.0161074940,0.0149535509,0.0147234611,0.0604185946,0.0000000000,0.0009151410,0.0505273081,0.0359899215,0.0000002893,0.0000000000,0.0000000000,0.0000000000,-0.1154067814,0.0779669434,-0.0251378864,-0.1155466214,0.0779663399,-0.0202534180
05:05:34:56.110,61,0.1111680716,0.1470043957,0.0000000000,0.1551722586,0.0000000000,0.0000000000,0.0000000000,0.1111979932,0.1443454474,0.1980307847,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0140282139,0.0158902723,0.0000000000,0.0143935448,0.0151855387,0.0353039093,0.0680179968,0.0020015198,0.0000000000,0.0038466242,0.0097489106,0.0000000000,0.0000000000,0.0150914919,0.0174277388,0.0405155085,0.0346928015,0.0234874617,0.0097834263,0.0415135548,0.0183839556,0.0513174906,0.0575479530,0.0334127843,0.0323292799,0.0025698573,0.0016556515,0.0000000000,0.0000000000,0.0156689994,0.0148201743,0.0145789087,0.0565048382,0.0000000000,0.0010549603,0.0500719510,0.0358657129,0.0000006384,0.0000000000,0.0000000000,0.0000000000,-0.1093523651,0.0749165118,-0.0235324223,-0.1093569100,0.0749159083,-0.0188099872
05:05:34:57.112,61,0.1107579321,0.1453311294,0.0000000000,0.1529801339,0.0000000000,0.0000000000,0.0000000000,0.1107887402,0.1427130997,0.1957231313,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0140538877,0.0158510953,0.0000000000,0.0141815748,0.0150272027,0.0351043083,0.0633383691,0.0015840821,0.0000000000,0.0035509637,0.0099744769,0.0000000000,0.0000000000,0.0148406643,0.0171386711,0.0406025909,0.0347597823,0.0227418803,0.0096277809,0.0387276225,0.0173008293,0.0485140905,0.0545675643,0.0335307345,0.0324056298,0.0024318497,0.0015539986,0.0000000000,0.0000000000,0.0152370213,0.0146172922,0.0143658919,0.0509677604,0.0000000000,0.0013854863,0.0495006740,0.0356996171,0.0000010217,0.0000000000,0.0000000000,0.0000000000,-0.1080959290,0.0740467608,-0.0231661815,-0.1080540046,0.0740462318,-0.0184894614
05:05:34:58.114,61,0.1106464565,0.1431580037,0.0000000000,0.1500919759,0.0000000000,0.0000000000,0.0000000000,0.1106771976,0.1405957639,0.1926020384,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0140787074,0.0159609150,0.0000000000,0.0140758855,0.0149794593,0.0349202231,0.0612350442,0.0009888174,0.0000000000,0.0034583509,0.0113740787,0.0000000000,0.0000000000,0.0145567283,0.0168490577,0.0402937345,0.0344187953,0.0221857913,0.0094813649,0.0371498540,0.0164892115,0.0466419198,0.0526196845,0.0334885158,0.0323714688,0.0023441599,0.0015214642,0.0000000000,0.0000000000,0.0149011733,0.0144644361,0.0142048839,0.0465697236,0.0000000000,0.0037107116,0.0492562652,0.0358737372,0.0000030228,0.0000000000,0.0000000000,0.0000000000,-0.1063944995,0.0729175210,-0.0226814244,-0.1063363776,0.0729170814,-0.0180720892
05:05:34:59.115,61,0.1103658676,0.1402934194,0.0000000000,0.1426644027,0.0000000000,0.0000000000,0.0000000000,0.1103964895,0.1378508210,0.1846418232,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0141068995,0.0160955265,0.0000000000,0.0139695620,0.0148943104,0.0344405249,0.0577983707,0.0005525117,0.0000000000,0.0034627677,0.0122217545,0.0000000000,0.0000000000,0.0143398102,0.0166142508,0.0398980305,0.0339206308,0.0217632316,0.0093914364,0.0358982608,0.0157118067,0.0450561047,0.0510352328,0.0334505886,0.0323015377,0.0022567834,0.0014808148,0.0000000000,0.0000000000,0.0146547882,0.0143363047,0.0140690226,0.0434486605,0.0000000000,0.0046654781,0.0488920100,0.0359454416,0.0000034490,0.0000000000,0.0000000000,0.0000000000,-0.1020156592,0.0713962764,-0.0216635447,-0.1018943638,0.0713958517,-0.0171348117
05:05:35:00.117,61,0.1101471409,0.1381053776,0.0000000000,0.1339707524,0.0000000000,0.0000000000,0.0000000000,0.1101779118,0.1357945949,0.1752637625,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0141966501,0.0162467323,0.0000000000,0.0140033420,0.0149714537,0.0341108255,0.0561769567,0.0002155714,0.0000000000,0.0031484931,0.0124717737,0.0000000000,0.0000000000,0.0141118765,0.0163655989,0.0394361392,0.0333851166,0.0214198157,0.0093478598,0.0342677496,0.0148953637,0.0430454239,0.0487911142,0.0334052853,0.0322349332,0.0021709446,0.0014332047,0.0000000000,0.0000000000,0.0141179552,0.0140791927,0.0138058495,0.0417828411,0.0000495477,0.0052575129,0.0485646166,0.0359900557,0.0000032650,0.0000000000,0.0000000000,0.0000000000,-0.0968383104,0.0702109337,-0.0205675438,-0.0966834798,0.0702106580,-0.0161024462
05:05:35:01.119,61,0.1099050865,0.1404214203,0.0000000000,0.1377461106,0.0000000000,0.0000000000,0.0000000000,0.1099350303,0.1380424947,0.1793872714,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0143284714,0.0163481161,0.0000000000,0.0141900349,0.0152338231,0.0340680853,0.0550651029,0.0000000000,0.0000000000,0.0029825019,0.0125883911,0.0000000000,0.0000000000,0.0139007121,0.0161531903,0.0390112363,0.0329973921,0.0212282650,0.0092984857,0.0331994332,0.0140969427,0.0408159718,0.0459541641,0.0333327837,0.0321682170,0.0021451169,0.0014363870,0.0000000000,0.0000000000,0.0139425257,0.0140681798,0.0137878405,0.0406213067,0.0001505985,0.0055448525,0.0482523032,0.0359864682,0.0000028863,0.0000000000,0.0000000000,0.0000000000,-0.0990973562,0.0714160651,-0.0211474691,-0.0989364460,0.0714157000,-0.0166064166
05:05:35:02.120,61,0.1097955778,0.1420473009,0.0000000000,0.1362433285,0.0000000000,0.0000000000,0.0000000000,0.1098248139,0.1396763921,0.1777916700,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0145117799,0.0161686204,0.0000000000,0.0145020019,0.0156399924,0.0340816453,0.0544752292,0.0000000000,0.0000000000,0.0032973888,0.0131027931,0.0000000000,0.0000000000,0.0137677053,0.0160481334,0.0384849645,0.0327434428,0.0212833770,0.0093532875,0.0324519314,0.0133871883,0.0397194959,0.0446171872,0.0333835557,0.0323030241,0.0021529861,0.0014803667,0.0000000000,0.0000000000,0.0138372462,0.0140639646,0.0137783801,0.0398583561,0.0004370372,0.0059528868,0.0481337793,0.0361357220,0.0000008506,0.0000000000,0.0000000000,0.0000000000,-0.0981904715,0.0722252578,-0.0211067386,-0.0980208516,0.0722248927,-0.0165106282
05:05:35:03.122,61,0.1097613424,0.1440605968,0.0000000000,0.1363862604,0.0000000000,0.0000000000,0.0000000000,0.1097900271,0.1416729093,0.1779709458,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0147086270,0.0158996955,0.0000000000,0.0148830982,0.0161100253,0.0341484994,0.0542072468,0.0000000000,0.0000000000,0.0039018702,0.0139278658,0.0000000000,0.0000000000,0.0136754923,0.0159919877,0.0378036611,0.0324093029,0.0215592738,0.0094659524,0.0319580473,0.0127958655,0.0390363261,0.0437546596,0.0334258415,0.0324636064,0.0022080662,0.0015712597,0.0000000000,0.0000000000,0.0137954419,0.0138702625,0.0135834338,0.0394145995,0.0007977180,0.0064186342,0.0482227467,0.0364221074,0.0000003130,0.0000000000,0.0000000000,0.0000000000,-0.0982636064,0.0732451975,-0.0212719720,-0.0980917066,0.0732447281,-0.0166096222
05:05:35:04.123,61,0.1098321527,0.1457711160,0.0000000000,0.1348656416,0.0000000000,0.0000000000,0.0000000000,0.1098597646,0.1433904469,0.1763912290,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0148719354,0.0156488661,0.0000000000,0.0152613437,0.0165921152,0.0343804918,0.0541217476,0.0000000000,0.0000000000,0.0043475693,0.0142751876,0.0000000000,0.0000000000,0.0135576492,0.0158989783,0.0371119082,0.0320686884,0.0217907168,0.0095495442,0.0314614512,0.0122092310,0.0384875312,0.0430620350,0.0334542207,0.0325933285,0.0022729442,0.0016576755,0.0000000000,0.0000000000,0.0136488313,0.0134900156,0.0132059278,0.0391602926,0.0010686130,0.0067021484,0.0485100485,0.0367892832,0.0000001258,0.0000000000,0.0000000000,0.0000000000,-0.0973645896,0.0740969777,-0.0212366637,-0.0971650705,0.0740964934,-0.0165129919
05:05:35:05.125,61,0.1098943949,0.1564057171,0.0000000000,0.1583060920,0.0000000000,0.0000000000,0.0000000000,0.1099205092,0.1536234021,0.2016426474,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0151475407,0.0154638672,0.0000000000,0.0156512670,0.0170535930,0.0345316529,0.0539548323,0.0000000000,0.0000000000,0.0045432206,0.0145388274,0.0000000000,0.0000000000,0.0134843364,0.0158607904,0.0364406034,0.0317202285,0.0221224483,0.0096926568,0.0310497712,0.0116845891,0.0380726270,0.0425506011,0.0334198289,0.0326889008,0.0023208293,0.0017404364,0.0000000000,0.0000000000,0.0131500661,0.0131434938,0.0128616635,0.0389871038,0.0012565749,0.0070133721,0.0487171188,0.0370838903,0.0000000642,0.0000000000,0.0000000000,0.0000000000,-0.1112182736,0.0797111541,-0.0246503409,-0.1111560911,0.0797103420,-0.0196091998
05:05:35:06.127,61,0.1103879362,0.1812327802,0.0000000000,0.2652698159,0.0000000000,0.0000000000,0.0000000000,0.1104123220,0.1767316908,0.3154460192,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0154742738,0.0154448897,0.0000000000,0.0159784723,0.0174621250,0.0348253958,0.0537560284,0.0000000000,0.0000000000,0.0047173514,0.0150233563,0.0000000000,0.0000000000,0.0134342453,0.0158419423,0.0360231996,0.0314911790,0.0223526377,0.0098288776,0.0307004247,0.0112266205,0.0378206931,0.0422725715,0.0334134437,0.0328039974,0.0023637544,0.0018231155,0.0000000000,0.0000000000,0.0126261031,0.0129707502,0.0126883741,0.0387599058,0.0017426583,0.0085072545,0.0488803685,0.0372824594,0.0000000403,0.0000000000,0.0000000000,0.0000000000,-0.1737551838,0.0939397365,-0.0394395329,-0.1749674678,0.0939382538,-0.0338658243
05:05:35:07.128,61,0.1105493009,0.1894175708,0.0000000000,0.3025803864,0.0000000000,0.0000000000,0.0000000000,0.1105722189,0.1843186468,0.3545596302,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0159162991,0.0154387485,0.0000000000,0.0163168609,0.0178709645,0.0350527838,0.0534563661,0.0000000000,0.0000000000,0.0049203420,0.0156411752,0.0000000000,0.0000000000,0.0134556210,0.0158873741,0.0358499140,0.0314367302,0.0225453693,0.0100346869,0.0302653033,0.0107011599,0.0376152694,0.0421054140,0.0334784761,0.0329832397,0.0023636403,0.0018661023,0.0000000000,0.0000000000,0.0122141102,0.0132430252,0.0129493149,0.0385226645,0.0022376836,0.0097267507,0.0488415770,0.0372973271,0.0000000350,0.0000000000,0.0000000000,0.0000000000,-0.1951742917,0.0989139974,-0.0449083261,-0.1971475035,0.0989124253,-0.0392361023
05:05:35:08.130,61,0.1106741801,0.1932729930,0.0000000000,0.3088516593,0.0000000000,0.0000000000,0.0000000000,0.1106956974,0.1880378276,0.3611913025,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0163629372,0.0154726524,0.0000000000,0.0166796800,0.0183115248,0.0353351198,0.0532248132,0.0000000000,0.0000000000,0.0052669789,0.0175112095,0.0000000000,0.0000000000,0.0135432463,0.0160152297,0.0358748101,0.0315933973,0.0226831492,0.0102769611,0.0297269952,0.0100964243,0.0375459045,0.0420914814,0.0336802900,0.0333074518,0.0023418376,0.0018950936,0.0000000000,0.0000000000,0.0118850954,0.0136415092,0.0133355521,0.0382756181,0.0027501162,0.0110341683,0.0489113815,0.0374329127,0.0000000466,0.0000000000,0.0000000000,0.0000000000,-0.1987389922,0.1010351926,-0.0461646020,-0.2008229494,0.1010334864,-0.0403944291
05:05:35:09.131,61,0.1107474938,0.1936021149,0.0000000000,0.3125178218,0.0000000000,0.0000000000,0.0000000000,0.1107679456,0.1883118749,0.3650587499,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0168577023,0.0155044859,0.0000000000,0.0171349719,0.0188648626,0.0359080210,0.0531888381,0.0000000000,0.0000000000,0.0054497798,0.0184273235,0.0000000000,0.0000000000,0.0136575457,0.0161772650,0.0360885970,0.0319602676,0.0228599235,0.0105613815,0.0291861929,0.0094637461,0.0375403613,0.0421391055,0.0339545794,0.0337078981,0.0023129086,0.0019166496,0.0000000000,0.0000000000,0.0116087953,0.0141359484,0.0138168801,0.0381963328,0.0032802650,0.0122185778,0.0491601080,0.0376954786,0.0000000667,0.0000000000,0.0000000000,0.0000000000,-0.2008654922,0.1012907326,-0.0466632172,-0.2030078620,0.1012890860,-0.0408956222
05:05:35:10.133,61,0.1108776778,0.1933568865,0.0000000000,0.3137044907,0.0000000000,0.0000000000,0.0000000000,0.1108974218,0.1880449653,0.3664604425,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0173899382,0.0154643646,0.0000000000,0.0175482351,0.0193699170,0.0365157686,0.0532230213,0.0000000000,0.0000000000,0.0053137913,0.0188113600,0.0000000000,0.0000000000,0.0137400283,0.0163045842,0.0363559872,0.0324215479,0.0231452901,0.0108047742,0.0289440565,0.0090169990,0.0375510715,0.0421905182,0.0341550484,0.0340476036,0.0023136516,0.0019628357,0.0000000000,0.0000000000,0.0113766165,0.0145280706,0.0141952103,0.0381899178,0.0037793601,0.0131303193,0.0494361036,0.0379475988,0.0000000750,0.0000000000,0.0000000000,0.0000000000,-0.2016457170,0.1011933237,-0.0467974097,-0.2037220001,0.1011916474,-0.0410244428
05:05:35:11.134,61,0.1111787483,0.1943596601,0.0000000000,0.3109962344,0.0000000000,0.0000000000,0.0000000000,0.1111976430,0.1890788376,0.3634898663,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0178607069,0.0154311741,0.0000000000,0.0178754721,0.0197468344,0.0370440036,0.0533746630,0.0000000000,0.0000000000,0.0051710103,0.0189237446,0.0000000000,0.0000000000,0.0138327433,0.0164260063,0.0366111882,0.0328054652,0.0234851968,0.0110112606,0.0290648583,0.0088009024,0.0377777219,0.0424811468,0.0342738032,0.0342683084,0.0023250082,0.0020056022,0.0000000000,0.0000000000,0.0110551743,0.0149494354,0.0146042230,0.0383955017,0.0040906440,0.0137002720,0.0497717038,0.0382068418,0.0000000716,0.0000000000,0.0000000000,0.0000000000,-0.1999800503,0.1016429961,-0.0465722233,-0.2020834982,0.1016413197,-0.0407722443
