Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
05:05:37:46.382,61,0.0137764085,0.0000000000,0.0044885701,0.0000000000,0.0000000000,0.1003094986,0.0000000000,0.0138903614,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1004666537,0.0000000000,0.0120325293,0.0000000000,0.0000000000,0.0859805942,0.1146217361,0.3638732731,0.1330431104,0.0000000000,0.0041253050,0.0000000000,0.0211058222,0.0000000000,0.0000000000,0.0145243211,0.0149463462,0.0190995559,0.0062021757,0.0000000000,0.0085856803,0.0112157175,0.0114380140,0.0044949804,0.0046881502,0.1151600629,0.1347270459,0.0380548276,0.0399263948,0.0948617086,0.0949693248,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1634074599,0.1656510532,0.0462854579,0.0335407779,0.0000938019,0.0000000000,0.0000000000,0.0000000000,0.0019527227,-0.0404850915,0.0020372914,0.0027199071,-0.0404798090,-0.0004772578
05:05:37:47.384,61,0.0082646180,0.0000000000,0.0016444916,0.0000000000,0.0000000000,0.0992203876,0.0000000000,0.0084466161,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0993662700,0.0000000000,0.0120045682,0.0000000000,0.0000000000,0.0955560058,0.1248894930,0.3877476752,0.1578783840,0.0000000000,0.0055968435,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0143543826,0.0146483621,0.0223144013,0.0088655874,0.0000000000,0.0091889035,0.0109281903,0.0112466561,0.0023977261,0.0029020375,0.1148779318,0.1350878924,0.0370021239,0.0391933359,0.0906978846,0.0908219591,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1531443894,0.1544064134,0.0404149517,0.0290976819,0.0000770906,0.0000000000,0.0000000000,0.0000000000,0.0001329705,-0.0433813110,0.0020525220,0.0010355581,-0.0433759689,-0.0006386333
05:05:37:48.385,61,0.0000000000,0.0000000000,0.0047815880,0.0000000000,0.0000000000,0.0986230001,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0987596959,0.0000000000,0.0121113667,0.0000000000,0.0000000000,0.1019842997,0.1338240504,0.3958501220,0.1797149628,0.0000000000,0.0088373125,0.0000000000,0.0000000000,0.0236777011,0.0000000000,0.0141692618,0.0143392915,0.0240381490,0.0104318550,0.0000000000,0.0099814851,0.0113258641,0.0112543786,0.0005742636,0.0012815011,0.1128118858,0.1331500560,0.0352844447,0.0382868983,0.0884702876,0.0886057466,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1470461488,0.1481413096,0.0316151902,0.0230774209,0.0000669502,0.0000000000,0.0000000000,0.0000000000,0.0018974505,-0.0477014557,0.0023587609,0.0029023532,-0.0476959422,-0.0006029462
05:05:37:49.386,61,0.0000000000,0.0000000000,0.0114583680,0.0000000000,0.0000000000,0.0984629765,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0985924378,0.0000000000,0.0123214694,0.0000000000,0.0000000000,0.1052688435,0.1377386302,0.3985309899,0.1874686927,0.0000000000,0.0107608167,0.0000000000,0.0000000000,0.0661436990,0.0136871319,0.0139590818,0.0140028046,0.0264228135,0.0130425338,0.0000000000,0.0106699932,0.0120132118,0.0114477985,0.0000000000,0.0000000000,0.1088736877,0.1290883869,0.0333715864,0.0370048098,0.0872879550,0.0874306038,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1405033320,0.1416413188,0.0213655941,0.0156010324,0.0000485131,0.0000000000,0.0000000000,0.0000000000,0.0057876930,-0.0552297197,0.0028975988,0.0068754237,-0.0552238524,-0.0005423228
05:05:37:50.389,61,0.0000000000,0.0000000000,0.0165780354,0.0000000000,0.0000000000,0.0984849185,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0986076519,0.0000000000,0.0126809776,0.0000000000,0.0000000000,0.1080495864,0.1404766589,0.4005812109,0.1938133091,0.0000000000,0.0118942410,0.0000000000,0.0000000000,0.1101862639,0.0772337019,0.0136007126,0.0135032786,0.0295252595,0.0167966690,0.0000000000,0.0112631479,0.0164621398,0.0121842185,0.0000000000,0.0000000000,0.1025382876,0.1210639626,0.0321390145,0.0359812230,0.0863511711,0.0864975899,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1306110024,0.1295926422,0.0143196061,0.0095914854,0.0000280464,0.0000000000,0.0000000000,0.0000000000,0.0087986439,-0.0632475019,0.0033576055,0.0099257510,-0.0632412434,-0.0005947779
05:05:37:51.390,61,0.0000000000,0.0000000000,0.0194735825,0.0000000000,0.0000000000,0.0985653624,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0986802578,0.0000000000,0.0131978672,0.0000000000,0.0000000000,0.1175858602,0.1497102827,0.4129705131,0.2099031061,0.0000000000,0.0134936096,0.0000000000,0.0000000000,0.1302107424,0.0985944495,0.0131599503,0.0129171731,0.0329957604,0.0216792487,0.0000000000,0.0118081849,0.0214479659,0.0145931039,0.0000000000,0.0000000000,0.0993286744,0.1177981496,0.0312751085,0.0352554321,0.0851104259,0.0852609649,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1237419546,0.1216842532,0.0090063773,0.0051633622,0.0000134822,0.0000000000,0.0000000000,0.0000000000,0.0105121210,-0.0677822828,0.0035966947,0.0116511676,-0.0677757710,-0.0006460687
05:05:37:52.391,61,0.0000000000,0.0000000000,0.0242102500,0.0000000000,0.0000000000,0.1002916396,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1003775373,0.0000000000,0.0228302963,0.0000000000,0.0000000000,0.1314624548,0.1526086777,0.4155479074,0.2096854001,0.0000000000,0.0146539444,0.0000000000,0.0000000000,0.1445897520,0.1128380969,0.0127809858,0.0123889819,0.0384029336,0.0285820533,0.0000000000,0.0123647656,0.0229199026,0.0157469399,0.0000000000,0.0000000000,0.1021221280,0.1237710938,0.0308545455,0.0349760801,0.0839716792,0.0841378793,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1208979040,0.1186131239,0.0037750863,0.0008365759,0.0000046419,0.0000000000,0.0000000000,0.0000000000,0.0133686401,-0.0738247782,0.0039098300,0.0144723598,-0.0738179460,-0.0007215833
05:05:37:53.393,61,0.0000000000,0.0000000000,0.0250325110,0.0000000000,0.0000000000,0.1045674384,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1046423092,0.0000000000,0.0299512781,0.0000000000,0.0000000000,0.1365215182,0.1431229413,0.4125247300,0.1750902981,0.0000000000,0.0150068486,0.0000000000,0.0000000000,0.1584456712,0.1275105327,0.0123180449,0.0118122241,0.0420821682,0.0315151736,0.0000000000,0.0127308611,0.0233377870,0.0179217886,0.0000000000,0.0000000000,0.1262734383,0.1449608058,0.0310807452,0.0352856144,0.0832749978,0.0834465250,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1186807230,0.1169309169,0.0000000000,0.0000000000,0.0000006613,0.0000000000,0.0000000000,0.0000000000,0.0138801448,-0.0778851435,0.0040603387,0.0149649400,-0.0778780803,-0.0008317324
05:05:37:54.395,61,0.0000000000,0.0000000000,0.0205675419,0.0000000000,0.0000000000,0.1062094197,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1062845662,0.0000000000,0.0326679237,0.0000000000,0.0000000000,0.1383495182,0.0896843225,0.4816794991,0.1378503591,0.0000000000,0.0147309862,0.0000000000,0.0000000000,0.1757832915,0.1408601403,0.0117130307,0.0111416485,0.0482189618,0.0351979285,0.0000000000,0.0125281988,0.0241667163,0.0410594344,0.0000000000,0.0000000000,0.1533697248,0.1733997017,0.0524134226,0.0576507039,0.0827408284,0.0829121917,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1074837074,0.1139900014,0.0000000000,0.0000000000,0.0000003921,0.0000000000,0.0000000000,0.0000000000,0.0112141781,-0.0765356869,0.0039356872,0.0123097748,-0.0765287057,-0.0008695705
05:05:37:55.397,61,0.0000000000,0.0000000000,0.0226641390,0.0000000000,0.0000000000,0.1082599089,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1083773449,0.0000000000,0.0344312228,0.0000000000,0.0000000000,0.1364013851,0.0605640039,0.4997378290,0.0741436630,0.0000000000,0.0139555745,0.0000000000,0.0000000000,0.1889156103,0.1474617273,0.0110835638,0.0105091613,0.0565994978,0.0403810926,0.0000000000,0.0116890036,0.0244787168,0.0514965840,0.0000000000,0.0000000000,0.2161812484,0.2374356240,0.0906022489,0.0999569818,0.0825940222,0.0827639252,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1012176871,0.1127810478,0.0000000000,0.0000000000,0.0000002464,0.0000000000,0.0000000000,0.0000000000,0.0124950781,-0.0754843503,0.0039381408,0.0135550145,-0.0754773989,-0.0008009239
05:05:37:56.398,61,0.0000000000,0.0000000000,0.0222571604,0.0000000000,0.0000000000,0.1110046953,0.0001864610,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1111968979,0.0000481885,0.0357706398,0.0000000000,0.0000000000,0.1247276515,0.0388833657,0.4853616655,0.0528160781,0.0000000000,0.0118652461,0.0000000000,0.0000000000,0.1935201585,0.1500089020,0.0105406726,0.0100167887,0.0599138215,0.0424787290,0.0000000000,0.0104484232,0.0241897292,0.0563075244,0.0000000000,0.0000000000,0.2403847873,0.2605637312,0.1073652580,0.1164195091,0.0825514793,0.0827212408,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0960530490,0.1120256335,0.0000000000,0.0000000000,0.0000001743,0.0000000000,0.0000000000,0.0000000000,0.0122975595,-0.0760431886,0.0039512813,0.0133136269,-0.0760361850,-0.0008248911
05:05:37:57.400,61,0.0000000000,0.0000000000,0.0185132176,0.0000000000,0.0000000000,0.1138450727,0.0011394355,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1141344830,0.0009998819,0.0363617353,0.0000000000,0.0000000000,0.1048504785,0.0268627536,0.4557592869,0.0414481610,0.0000000000,0.0089992676,0.0000000000,0.0000000000,0.1513812989,0.1049072742,0.0100728357,0.0096247438,0.0616069324,0.0434174351,0.0000000000,0.0086085452,0.0240259096,0.0600145236,0.0000000000,0.0000000000,0.2514427304,0.2712989450,0.1209708303,0.1288989931,0.0826095492,0.0827784762,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0937487036,0.1119062826,0.0000000000,0.0000000000,0.0000001142,0.0000000000,0.0000000000,0.0000000000,0.0100990646,-0.0762527213,0.0038917498,0.0110884737,-0.0762456879,-0.0008985766
05:05:37:58.401,61,0.0000000000,0.0000000000,0.0160657987,0.0000000000,0.0000000000,0.1151458323,0.0021577240,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1154836416,0.0020200610,0.0367730111,0.0000000000,0.0000000000,0.0911322758,0.0175826792,0.3664574623,0.0306757893,0.0000000000,0.0046317852,0.0000000000,0.0000000000,0.0325617939,0.0029571047,0.0098458398,0.0095088165,0.0620545857,0.0427705683,0.0000000000,0.0072602960,0.0222617537,0.0614816956,0.0000000000,0.0000000000,0.2579488158,0.2770256996,0.1310277581,0.1355390400,0.0823656395,0.0825265571,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0930080563,0.1156137288,0.0000000000,0.0000000000,0.0000000713,0.0000000000,0.0000000000,0.0000000000,0.0086985491,-0.0761643723,0.0038458540,0.0096336994,-0.0761573240,-0.0009404420
05:05:37:59.403,61,0.0000000000,0.0000000000,0.0162806455,0.0000000000,0.0000000000,0.1155027077,0.0030751619,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1158698648,0.0029421034,0.0370314345,0.0000000000,0.0000000000,0.0810579136,0.0116051603,0.3375510871,0.0211099964,0.0000000000,0.0019452677,0.0000000000,0.0478453748,0.0000000000,0.0000000000,0.0098257735,0.0096278097,0.0616641864,0.0416055247,0.0000000000,0.0063000470,0.0186651982,0.0616723895,0.0000000000,0.0000000000,0.2687913179,0.2849613130,0.1368560940,0.1398642808,0.0791263878,0.0792071074,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0930417478,0.1188200191,0.0000000000,0.0000000000,0.0000000518,0.0000000000,0.0000000000,0.0000000000,0.0089082681,-0.0755904317,0.0038304830,0.0097609386,-0.0755833685,-0.0009217053
05:05:38:00.405,61,0.0000000000,0.0000000000,0.0183092412,0.0000000000,0.0000000000,0.1155452579,0.0040598018,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1159291491,0.0039334404,0.0375948437,0.0000000000,0.0000000000,0.0767729133,0.0080151875,0.3004859984,0.0126489615,0.0000000000,0.0002262450,0.0533629209,0.0915252492,0.0000000000,0.0000000000,0.0100214584,0.0099851154,0.0612725206,0.0410728678,0.0000000000,0.0055088103,0.0135190226,0.0593707040,0.0000000000,0.0000000000,0.3002447188,0.3165066540,0.1415061206,0.1436029226,0.0744471699,0.0744561478,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0939059108,0.1210397184,0.0000000000,0.0000000000,0.0000000357,0.0000000000,0.0000000000,0.0000000000,0.0102168284,-0.0746635869,0.0038371617,0.0109658912,-0.0746565163,-0.0008592223
05:05:38:01.406,61,0.0000000000,0.0000000000,0.0197755769,0.0000000000,0.0000000000,0.1154904142,0.0053884634,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1158842891,0.0052840011,0.0425288342,0.0000000000,0.0000000000,0.0745364502,0.0044952626,0.2739332020,0.0058128983,0.0000000000,0.0000000000,0.0911924541,0.1294025928,0.0000000000,0.0000000000,0.0104036741,0.0105587691,0.0610847436,0.0409282558,0.0000000000,0.0047895187,0.0114930179,0.0585280396,0.0000000000,0.0000000000,0.3302559853,0.3442640007,0.1559303254,0.1578923315,0.0685915053,0.0685556382,0.0089751938,0.0000000000,0.0000000000,0.0000000000,0.1015220582,0.1305106729,0.0000000000,0.0000000000,0.0000000656,0.0000000000,0.0000000000,0.0000000000,0.0112087801,-0.0734462440,0.0038255095,0.0118363108,-0.0734391809,-0.0007973693
05:05:38:02.408,61,0.0000000000,0.0000000000,0.0204908289,0.0000000000,0.0000000000,0.1159892976,0.0069777109,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1163970605,0.0068989494,0.0491283126,0.0000000000,0.0000000000,0.0734839961,0.0001260632,0.2247068435,0.0000000000,0.0000000000,0.0000000000,0.1615350842,0.1927337945,0.0000000000,0.0000000000,0.0109418770,0.0115017807,0.0613961183,0.0411815085,0.0000000000,0.0040467582,0.0103809964,0.0581547134,0.0000000000,0.0000000000,0.3708557487,0.3718447387,0.1777382046,0.1749862731,0.0657253116,0.0656661317,0.0212195758,0.0000000000,0.0000000000,0.0000000000,0.1145711020,0.1432796419,0.0000000000,0.0000000000,0.0000002719,0.0000000000,0.0000000000,0.0000000000,0.0117441043,-0.0719160587,0.0037895902,0.0122599360,-0.0719090104,-0.0007398623
05:05:38:03.409,61,0.0000000000,0.0000000000,0.0201579984,0.0000000000,0.0000000000,0.1166560426,0.0083464878,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1170825735,0.0082884189,0.0516965091,0.0000000000,0.0000000000,0.0729700029,0.0000000000,0.2089433521,0.0000000000,0.0000000000,0.0000000000,0.1850112826,0.2122674137,0.0000000000,0.0000000000,0.0115288673,0.0122805992,0.0617492907,0.0414366461,0.0000000000,0.0032769844,0.0099457195,0.0582049340,0.0000000000,0.0000000000,0.3839803934,0.3816610873,0.1911144108,0.1858369559,0.0637438223,0.0636719614,0.0307160430,0.0000000000,0.0000000000,0.0000000000,0.1241284609,0.1499587148,0.0000000000,0.0000000000,0.0000011622,0.0000000000,0.0000000000,0.0000000000,0.0115874372,-0.0705347881,0.0037354771,0.0120607633,-0.0705277920,-0.0007078088
05:05:38:04.411,61,0.0000000000,0.0000000000,0.0215582363,0.0000000000,0.0000000000,0.1194320619,0.0090419818,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1199402586,0.0089939255,0.0545582883,0.0000000000,0.0000000000,0.0727536976,0.0000000000,0.1952231675,0.0000000000,0.0032746685,0.0000000000,0.2483615875,0.2608826160,0.0000000000,0.0000000000,0.0124004269,0.0136403339,0.0618970729,0.0414582118,0.0000000000,0.0025695285,0.0098205004,0.0583802424,0.0000000000,0.0000000000,0.3917335570,0.3886379600,0.2019914240,0.1936051697,0.0626549050,0.0625768602,0.0365471542,0.0000000000,0.0000000000,0.0000000000,0.1573523581,0.1795722544,0.0000000000,0.0000000000,0.0000013700,0.0000000000,0.0000000000,0.0000000000,0.0125178248,-0.0684560984,0.0036977273,0.0128906444,-0.0684491619,-0.0006175126
05:05:38:05.412,61,0.0000000000,0.0000000000,0.0323418416,0.0000000000,0.0000000000,0.1242955104,0.0091189751,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1249025017,0.0090775918,0.0600684099,0.0000000000,0.0000000000,0.0749188438,0.0000000000,0.1587509215,0.0000000000,0.0085359793,0.0000000000,0.3215169609,0.3277663291,0.0000000000,0.0000000000,0.0145124746,0.0165708065,0.0622300655,0.0416997485,0.0000000000,0.0018909005,0.0095607126,0.0583523735,0.0000000000,0.0000000000,0.4424915612,0.4300081730,0.2097055316,0.1979892552,0.0623406880,0.0622591563,0.0391403995,0.0000000000,0.0000000000,0.0000000000,0.1742068529,0.1945177764,0.0000000000,0.0000000000,0.0000013434,0.0000000000,0.0000000000,0.0000000000,0.0191167295,-0.0646409988,0.0038439033,0.0192931257,-0.0646341369,-0.0002380501
05:05:38:06.414,61,0.0000000000,0.0000000000,0.0415512249,0.0000000000,0.0000000000,0.1267601252,0.0085050734,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1274748296,0.0084741134,0.0660570264,0.0000000000,0.0000000000,0.0794686005,0.0000000000,0.1253472865,0.0000000000,0.0143315056,0.0000000000,0.3969695866,0.3969768286,0.0000000000,0.0000000000,0.0170311220,0.0204211865,0.0625577047,0.0419707447,0.0000000000,0.0012333175,0.0089624058,0.0579123758,0.0000000000,0.0000000000,0.4672484696,0.4484057128,0.2143827677,0.2003273219,0.0641087592,0.0640137568,0.0387548320,0.0000000000,0.0000000000,0.0000000000,0.1814660579,0.2011391819,0.0000000000,0.0000000000,0.0000011322,0.0000000000,0.0000000000,0.0000000000,0.0247618314,-0.0604455061,0.0039884108,0.0247572139,-0.0604387783,0.0001629300
05:05:38:07.415,61,0.0000000000,0.0000000000,0.0478942320,0.0000000000,0.0000000000,0.1288323253,0.0077161486,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1296565235,0.0076935431,0.0702892840,0.0000000000,0.0000000000,0.0811136067,0.0000000000,0.0961584076,0.0000000000,0.0173898134,0.0000000000,0.4414406121,0.4431133568,0.0000000000,0.0000000000,0.0189864021,0.0234185737,0.0627646297,0.0421480499,0.0000000000,0.0005831221,0.0071770265,0.0561158694,0.0000000000,0.0000000000,0.4954855442,0.4705445766,0.2188182324,0.2026437968,0.0748750418,0.0747579634,0.0270604771,0.0000000000,0.0000000000,0.0000000000,0.1849195808,0.2044881880,0.0000000000,0.0000000000,0.0000002451,0.0000000000,0.0000000000,0.0000000000,0.0286296587,-0.0568115003,0.0041009919,0.0285173580,-0.0568049066,0.0004989395
05:05:38:08.417,61,0.0000000000,0.0000000000,0.0474687442,0.0000000000,0.0000000000,0.1303600669,0.0070438976,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1312887222,0.0070251310,0.0726352483,0.0000000000,0.0000000000,0.0816314444,0.0000000000,0.0760160610,0.0000000000,0.0192322452,0.0000000000,0.4789295793,0.4837667942,0.0000000000,0.0000000000,0.0202797782,0.0254417993,0.0627513230,0.0421783999,0.0000000000,0.0000000000,0.0050595733,0.0531900004,0.0000000000,0.0000000000,0.5104472041,0.4848190248,0.2209368944,0.2041875571,0.0863813534,0.0862644017,0.0131053561,0.0000000000,0.0000000000,0.0000000000,0.1862429678,0.2061060369,0.0000000000,0.0000000000,0.0000000301,0.0000000000,0.0000000000,0.0000000000,0.0283749904,-0.0551090091,0.0040568644,0.0282608196,-0.0551024862,0.0005618862
05:05:38:09.419,61,0.0000000000,0.0000000000,0.0496077798,0.0000000000,0.0000000000,0.1311479658,0.0059037339,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1321255416,0.0058872784,0.0737953708,0.0000000000,0.0000000000,0.0780743882,0.0000000000,0.0639185682,0.0000000000,0.0204902459,0.0000000000,0.4934377670,0.4990926087,0.0000000000,0.0000000000,0.0212090202,0.0266603827,0.0619354472,0.0413727388,0.0000000000,0.0000000000,0.0038722930,0.0515114404,0.0000000000,0.0000000000,0.5173438787,0.4909375310,0.2224245816,0.2062748075,0.1057533920,0.1056530401,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1859011650,0.2067724168,0.0000000000,0.0000000000,0.0000000347,0.0000000000,0.0000000000,0.0000000000,0.0296537168,-0.0512555242,0.0040565715,0.0295217335,-0.0512492098,0.0008030937
05:05:38:10.420,61,0.0000000000,0.0000000000,0.0513586514,0.0000000000,0.0000000000,0.1318091154,0.0038361396,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1328195333,0.0038168780,0.0744115561,0.0000000000,0.0000000000,0.0690231919,0.0000000000,0.0566564500,0.0000000000,0.0214102361,0.0000000000,0.5001339912,0.5062836409,0.0000000000,0.0000000000,0.0219061691,0.0274712127,0.0609783567,0.0400959961,0.0000000000,0.0000000000,0.0023589034,0.0490064472,0.0000000000,0.0000000000,0.5265586972,0.4985160232,0.2230911851,0.2071775496,0.1189200655,0.1188288629,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1813851297,0.2063783109,0.0000000000,0.0000000000,0.0000000938,0.0000000000,0.0000000000,0.0000000000,0.0307353698,-0.0493437275,0.0040857303,0.0305563025,-0.0493374951,0.0009498182
05:05:38:11.422,61,0.0000000000,0.0000000000,0.0492965356,0.0000000000,0.0000000000,0.1323730499,0.0017473684,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1334039122,0.0017264113,0.0747116879,0.0000000000,0.0000000000,0.0593229346,0.0000000000,0.0523752831,0.0000000000,0.0221829303,0.0000000000,0.4986644089,0.5036665797,0.0000000000,0.0000000000,0.0224169511,0.0279758926,0.0586895943,0.0379192010,0.0000000000,0.0000000000,0.0017360725,0.0479407012,0.0000000000,0.0000000000,0.5302135944,0.5015598536,0.2237026244,0.2079895735,0.1296608001,0.1295769960,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1793708056,0.2059237063,0.0000000000,0.0000000000,0.0000003054,0.0000000000,0.0000000000,0.0000000000,0.0295149069,-0.0474374406,0.0039827037,0.0293270089,-0.0474312827,0.0009663226
05:05:38:12.423,61,0.0000000000,0.0000000000,0.0478385985,0.0000000000,0.0000000000,0.1328996569,0.0002020276,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1339400262,0.0001809038,0.0747419745,0.0000000000,0.0000000000,0.0528301001,0.0000000000,0.0483587906,0.0000000000,0.0228901803,0.0000000000,0.4963376522,0.4984799325,0.0000000000,0.0000000000,0.0227632336,0.0282427110,0.0511845723,0.0321017019,0.0000000000,0.0000000000,0.0014728989,0.0473495647,0.0000000000,0.0000000000,0.5320531726,0.5029804111,0.2242785543,0.2086765617,0.1366360635,0.1365571916,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1762091219,0.2032946646,0.0000000000,0.0000000000,0.0000005422,0.0000000000,0.0000000000,0.0000000000,0.0286560375,-0.0452033281,0.0038911528,0.0284555443,-0.0451972820,0.0010146610
05:05:38:13.426,61,0.0000000000,0.0000000000,0.0452456884,0.0000000000,0.0000000000,0.1333321482,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1343831420,0.0000000000,0.0747587606,0.0000000000,0.0000000000,0.0487403944,0.0000000000,0.0458568633,0.0000000000,0.0235598963,0.0000000000,0.4951724708,0.4965259433,0.0000000000,0.0000000000,0.0230506491,0.0284312256,0.0478753634,0.0289905481,0.0000000000,0.0000000000,0.0013990838,0.0470080525,0.0000000000,0.0000000000,0.5332745910,0.5038497448,0.2249053121,0.2093983144,0.1415158212,0.1414397359,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1737015694,0.2015414536,0.0000000000,0.0000000000,0.0000006981,0.0000000000,0.0000000000,0.0000000000,0.0271021631,-0.0438183993,0.0037682280,0.0269128457,-0.0438124090,0.0009797222
05:05:38:14.427,61,0.0000000000,0.0000000000,0.0426933654,0.0000000000,0.0000000000,0.1336354315,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1346946508,0.0000000000,0.0747176334,0.0000000000,0.0000000000,0.0467346199,0.0000000000,0.0443762392,0.0000000000,0.0242172554,0.0000000000,0.4944638312,0.4953602850,0.0000000000,0.0000000000,0.0232655276,0.0285432097,0.0445953757,0.0260010958,0.0000000000,0.0000000000,0.0012753941,0.0467753559,0.0000000000,0.0000000000,0.5341131091,0.5043334365,0.2278638929,0.2118627578,0.1457228512,0.1456485987,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1723623276,0.2005066425,0.0000000000,0.0000000000,0.0000007259,0.0000000000,0.0000000000,0.0000000000,0.0255646259,-0.0421070531,0.0036350745,0.0253935494,-0.0421011820,0.0009556036
05:05:38:15.428,61,0.0000000000,0.0000000000,0.0425119586,0.0000000000,0.0000000000,0.1340995133,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1351662129,0.0000000000,0.0747376978,0.0000000000,0.0000000000,0.0456324145,0.0000000000,0.0433958024,0.0000000000,0.0247957986,0.0000000000,0.4943490326,0.4950630069,0.0000000000,0.0000000000,0.0234497655,0.0286319982,0.0424970239,0.0238883607,0.0000000000,0.0000000000,0.0010961927,0.0465891846,0.0000000000,0.0000000000,0.5349758267,0.5048677325,0.2309971303,0.2146939039,0.1486272514,0.1485539675,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1715730131,0.1999209821,0.0008788102,0.0000000000,0.0000005675,0.0000000000,0.0000000000,0.0000000000,0.0254606325,-0.0417163894,0.0036199894,0.0252848454,-0.0417105332,0.0009648267
