Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
06:50:09:13.987,61,0.0976448655,0.3589581847,0.0000000000,0.1922619641,0.0000000000,0.0000000000,0.0000000000,0.0988571867,0.3547079861,0.2258945853,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0016293189,0.0068945545,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0089582596,0.0152090369,0.0000000000,0.1091419533,0.1486777067,0.0000000000,0.0000000000,0.0580499806,0.0575259849,0.0080692917,0.0000000000,0.0730259418,0.0114224972,0.0971953571,0.0696717650,0.0962768346,0.1158306897,0.0073546940,0.0019546519,0.0256517045,0.0225650854,0.0000000000,0.0000000000,0.1432114840,0.0468285084,0.0427191816,0.0583726391,0.0300669186,0.0320927724,0.0621219017,0.0427352898,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1108058169,0.3171183765,-0.0564497337,-0.1071376950,0.3171332777,-0.0355496705
06:50:09:14.989,61,0.0973358452,0.3588358164,0.0000000000,0.1924114823,0.0000000000,0.0000000000,0.0000000000,0.0985447690,0.3545848131,0.2260642201,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0013374949,0.0070283478,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0090165390,0.0151490383,0.0000000000,0.1139921024,0.1547074020,0.0000000000,0.0000000000,0.0577882975,0.0572551377,0.0082153985,0.0000000000,0.0680876002,0.0113925412,0.0962604731,0.0687590092,0.0951681808,0.1148467436,0.0072132084,0.0018300009,0.0255466849,0.0224640984,0.0000000000,0.0000000000,0.1435753256,0.0473787673,0.0432152376,0.0578953810,0.0300708059,0.0321742669,0.0621711724,0.0428234003,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1108939573,0.3170455992,-0.0564531907,-0.1072239578,0.3170604706,-0.0355579853
06:50:09:15.990,61,0.0970574692,0.3556051850,0.0000000000,0.1837650537,0.0000000000,0.0000000000,0.0000000000,0.0982580632,0.3515039384,0.2165326327,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0010071179,0.0071394457,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0088598887,0.0152328983,0.0000000000,0.1166326255,0.1575189531,0.0000000000,0.0000000000,0.0573020168,0.0567165911,0.0084682675,0.0000000000,0.0607734062,0.0112418672,0.0929667652,0.0668023601,0.0922053680,0.1125135049,0.0071604541,0.0017260003,0.0254077334,0.0222950224,0.0000000000,0.0000000000,0.1435840428,0.0478956439,0.0437225550,0.0556784645,0.0300078094,0.0320598856,0.0623225830,0.0429078713,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1062268987,0.3148995638,-0.0549677908,-0.1024364233,0.3149143457,-0.0341810063
06:50:09:16.992,61,0.0969103724,0.3533763587,0.0000000000,0.1806988418,0.0000000000,0.0000000000,0.0000000000,0.0980934948,0.3493399620,0.2131466120,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006738094,0.0073919534,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0086269462,0.0153202629,0.0000000000,0.1182115003,0.1592852622,0.0000000000,0.0000000000,0.0568742678,0.0562742986,0.0088711763,0.0000000000,0.0579319037,0.0110919597,0.0915067792,0.0656940043,0.0901211500,0.1106819957,0.0071470630,0.0016574363,0.0252712220,0.0221376698,0.0000000000,0.0000000000,0.1437756568,0.0484100059,0.0442596190,0.0531370267,0.0300301593,0.0320820063,0.0625237748,0.0430235378,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1045970842,0.3134729266,-0.0543101579,-0.1007574499,0.3134875298,-0.0336067490
06:50:09:17.994,61,0.0970632881,0.3528946340,0.0000000000,0.1812578440,0.0000000000,0.0000000000,0.0000000000,0.0982285589,0.3488587737,0.2136924118,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0004470093,0.0075685373,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0083214948,0.0151287932,0.0000000000,0.1252392679,0.1718243957,0.0000000000,0.0000000000,0.0566905402,0.0561062023,0.0091251265,0.0000000000,0.0563476011,0.0110498965,0.0905268714,0.0648612082,0.0889362991,0.1096010506,0.0071628611,0.0016581925,0.0251644179,0.0220621992,0.0000000000,0.0000000000,0.1433082968,0.0482379682,0.0441388004,0.0509838760,0.0311725885,0.0353785716,0.0631203577,0.0435494967,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1048826054,0.3131854832,-0.0543109626,-0.1010800451,0.3132002354,-0.0336363353
06:50:09:18.996,61,0.0973501429,0.3505586982,0.0000000000,0.1803090870,0.0000000000,0.0000000000,0.0000000000,0.0984968096,0.3465624154,0.2126009613,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0003513527,0.0077182152,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0079284478,0.0148248672,0.0000000000,0.1286872178,0.1767480969,0.0000000000,0.0000000000,0.0566236451,0.0560835078,0.0094821015,0.0000000000,0.0555924959,0.0110676698,0.0899954811,0.0643423945,0.0881029516,0.1088125482,0.0071885199,0.0016926475,0.0250781663,0.0220264699,0.0000000000,0.0000000000,0.1419248134,0.0474167205,0.0434517264,0.0492325164,0.0334438644,0.0404711515,0.0637218058,0.0440942831,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1044003740,0.3117296696,-0.0538985431,-0.1005903333,0.3117443323,-0.0333215706
06:50:09:19.996,61,0.0976746902,0.3501423299,0.0000000000,0.1808618307,0.0000000000,0.0000000000,0.0000000000,0.0987993032,0.3461434245,0.2132148147,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0004153519,0.0079363156,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0073986324,0.0145055531,0.0000000000,0.1352625638,0.1832102686,0.0000000000,0.0000000000,0.0565764196,0.0560965873,0.0100394776,0.0000000000,0.0551459007,0.0110672377,0.0894525573,0.0638033077,0.0861923546,0.1067907736,0.0073180511,0.0018058349,0.0250730067,0.0220742319,0.0000000000,0.0000000000,0.1371998489,0.0462927334,0.0425605178,0.0457314029,0.0353583731,0.0441799127,0.0647593066,0.0448311120,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1047182158,0.3114824891,-0.0539143905,-0.1009082496,0.3114970326,-0.0333553553
06:50:09:20.999,61,0.0981456861,0.3477999270,0.0000000000,0.1793124378,0.0000000000,0.0000000000,0.0000000000,0.0992501304,0.3438479304,0.2114718854,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0005195499,0.0081847459,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0067432397,0.0142428959,0.0000000000,0.1404335350,0.1881223917,0.0000000000,0.0000000000,0.0565105602,0.0560743362,0.0106735732,0.0000000000,0.0547603071,0.0110635553,0.0879979208,0.0629336163,0.0834239945,0.1040183753,0.0075227455,0.0019663891,0.0250545796,0.0221145395,0.0000000000,0.0000000000,0.1331928819,0.0451675057,0.0415668078,0.0413396582,0.0363826416,0.0459650233,0.0656059086,0.0455719009,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1039097980,0.3100127578,-0.0534308702,-0.1000807881,0.3100273013,-0.0329670757
06:50:09:22.000,61,0.0997313634,0.3452635705,0.0000000000,0.1767329574,0.0000000000,0.0000000000,0.0000000000,0.1006762460,0.3413723111,0.2086264640,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0005193758,0.0086454498,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0063590989,0.0140620768,0.0000000000,0.1374968290,0.1853483170,0.0000000000,0.0000000000,0.0558867231,0.0555830412,0.0113257198,0.0000000000,0.0540470146,0.0108932946,0.0864467472,0.0620617755,0.0800052434,0.1001007259,0.0076185619,0.0020242378,0.0250438228,0.0221531447,0.0000000000,0.0000000000,0.1289922446,0.0437539294,0.0404677987,0.0393998250,0.0367886275,0.0466988571,0.0663337260,0.0461822785,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1025544330,0.3084070683,-0.0528057441,-0.0986771882,0.3084214926,-0.0324389562
06:50:09:23.001,61,0.1006093621,0.3434890509,0.0000000000,0.1773847640,0.0000000000,0.0000000000,0.0000000000,0.1015145630,0.3396090269,0.2093404084,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0004880072,0.0087097762,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0059613753,0.0127763813,0.0000000000,0.1369570345,0.1849263161,0.0000000000,0.0000000000,0.0545248426,0.0544409864,0.0111215822,0.0000000000,0.0533319861,0.0105986111,0.0850352794,0.0614073947,0.0783545226,0.0981550589,0.0074871536,0.0019202050,0.0251481459,0.0223727506,0.0000000000,0.0000000000,0.1221832260,0.0411036797,0.0381690860,0.0381045938,0.0371289365,0.0472371578,0.0680779368,0.0479524992,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1029577479,0.3073243499,-0.0526638404,-0.0990748107,0.3073387146,-0.0323716700
06:50:09:24.004,61,0.1009834930,0.3418727219,0.0000000000,0.1823307574,0.0000000000,0.0000000000,0.0000000000,0.1018731073,0.3379473388,0.2148147374,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0003835125,0.0086169085,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0055677770,0.0120122954,0.0000000000,0.1370135397,0.1848075539,0.0000000000,0.0000000000,0.0525540896,0.0523606725,0.0105951354,0.0000000000,0.0514950193,0.0101260096,0.0840876773,0.0609898753,0.0760655627,0.0952430442,0.0072429031,0.0016840076,0.0254125576,0.0227131248,0.0000000000,0.0000000000,0.1194911823,0.0394404531,0.0366518535,0.0371469632,0.0373524353,0.0474221110,0.0706539378,0.0497061983,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1057375893,0.3064100742,-0.0530538931,-0.1018831879,0.3064243793,-0.0328380987
06:50:09:25.004,61,0.1011337116,0.3421081901,0.0000000000,0.1881066561,0.0000000000,0.0000000000,0.0000000000,0.1020131111,0.3381057382,0.2212305367,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002406982,0.0085123368,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0049507343,0.0116063859,0.0000000000,0.1554407030,0.1942110509,0.0000000000,0.0000000000,0.0517576560,0.0515032560,0.0099695781,0.0000000000,0.0506539270,0.0096823741,0.0835193545,0.0608362779,0.0748813376,0.0938933790,0.0071067130,0.0014860140,0.0257397760,0.0230685435,0.0000000000,0.0000000000,0.1178189740,0.0383036435,0.0356044322,0.0362876095,0.0376780741,0.0475890860,0.0726336166,0.0508397222,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1089399233,0.3066528440,-0.0537760407,-0.1051251739,0.3066671491,-0.0335603580
06:50:09:26.006,61,0.1008194834,0.3430364728,0.0000000000,0.1917688847,0.0000000000,0.0000000000,0.0000000000,0.1016940549,0.3389750719,0.2253311574,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000734980,0.0084902523,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0043612239,0.0114552379,0.0000000000,0.1601790339,0.1967582554,0.0000000000,0.0000000000,0.0511500910,0.0508380309,0.0097841816,0.0000000000,0.0490477830,0.0092219906,0.0827787891,0.0603654198,0.0726183131,0.0914078429,0.0071059023,0.0013967913,0.0259872247,0.0233205259,0.0000000000,0.0000000000,0.1174767539,0.0380666219,0.0353840366,0.0352870449,0.0376026146,0.0472351164,0.0736031309,0.0515078492,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1109655425,0.3072885871,-0.0543384627,-0.1071660370,0.3073028922,-0.0340876617
06:50:09:27.008,61,0.1003447995,0.3435355425,0.0000000000,0.1959073097,0.0000000000,0.0000000000,0.0000000000,0.1012192070,0.3394143283,0.2299450040,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0084879221,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0038195765,0.0114462664,0.0000000000,0.1621892303,0.1976926178,0.0000000000,0.0000000000,0.0505867638,0.0502260178,0.0097741550,0.0000000000,0.0476616509,0.0087369233,0.0822589472,0.0600025915,0.0710148290,0.0897308812,0.0070892298,0.0012947376,0.0262051150,0.0235159639,0.0000000000,0.0000000000,0.1244581789,0.0388678014,0.0360340551,0.0345018059,0.0374755338,0.0467750430,0.0742552802,0.0519783311,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1132589504,0.3076692522,-0.0549034849,-0.1094820350,0.3076834679,-0.0346375369
06:50:09:28.009,61,0.0997637659,0.3437767923,0.0000000000,0.1976294965,0.0000000000,0.0000000000,0.0000000000,0.1006400809,0.3396296203,0.2318804115,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0084977448,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0033407013,0.0114647159,0.0000000000,0.1619721055,0.1977926642,0.0000000000,0.0000000000,0.0500399508,0.0496425442,0.0099053457,0.0000000000,0.0464448445,0.0082684848,0.0817241445,0.0595756248,0.0692753419,0.0878520235,0.0071094888,0.0012304130,0.0264110174,0.0236909259,0.0000000000,0.0000000000,0.1297615021,0.0395843610,0.0366870239,0.0337713771,0.0374620482,0.0464395881,0.0747611672,0.0523816496,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1142199859,0.3078487515,-0.0551451445,-0.1104450822,0.3078629971,-0.0348699130
06:50:09:29.011,61,0.0992296636,0.3454934657,0.0000000000,0.2006049603,0.0000000000,0.0000000000,0.0000000000,0.1001084819,0.3412871957,0.2351965457,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0084778257,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0029167561,0.0115700802,0.0000000000,0.1603377312,0.1961302012,0.0000000000,0.0000000000,0.0495346040,0.0490803160,0.0101478174,0.0000000000,0.0454509966,0.0078708809,0.0804184079,0.0586790405,0.0674865022,0.0858126432,0.0072783027,0.0012899672,0.0266009476,0.0238293391,0.0000000000,0.0000000000,0.1319455653,0.0402104519,0.0372682624,0.0330193453,0.0373688154,0.0459508859,0.0753311813,0.0528212301,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1158302054,0.3089618683,-0.0557318404,-0.1120834947,0.3089761436,-0.0353905596
06:50:09:30.013,61,0.0989893526,0.3456915319,0.0000000000,0.1984128654,0.0000000000,0.0000000000,0.0000000000,0.0998656303,0.3415111303,0.2327703089,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0084906397,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0025387150,0.0118562905,0.0000000000,0.1596863419,0.1952296346,0.0000000000,0.0000000000,0.0490516946,0.0485305972,0.0103371814,0.0000000000,0.0446647406,0.0074796826,0.0796416849,0.0580800101,0.0663657263,0.0845833495,0.0074467715,0.0013352099,0.0268623028,0.0239936672,0.0000000000,0.0000000000,0.1332556456,0.0405034311,0.0375396386,0.0323063470,0.0374521166,0.0455944575,0.0759823322,0.0532523729,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1146119311,0.3090444803,-0.0554926619,-0.1108482927,0.3090587854,-0.0351386741
06:50:09:31.014,61,0.0988811329,0.3472625911,0.0000000000,0.1985862106,0.0000000000,0.0000000000,0.0000000000,0.0997521132,0.3430601060,0.2330013216,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0084543787,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0021632321,0.0121553391,0.0000000000,0.1598681062,0.1951057613,0.0000000000,0.0000000000,0.0487201586,0.0481249094,0.0101841493,0.0000000000,0.0440352112,0.0071142884,0.0790680796,0.0576800667,0.0656456202,0.0838008821,0.0075781718,0.0013319036,0.0271414388,0.0241756700,0.0000000000,0.0000000000,0.1335206032,0.0406355895,0.0376671888,0.0316970646,0.0375179052,0.0452155694,0.0765938163,0.0536300056,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1146836802,0.3100171685,-0.0557236820,-0.1109151691,0.3100315630,-0.0353019014
06:50:09:32.016,61,0.0989812091,0.3484245539,0.0000000000,0.2001200020,0.0000000000,0.0000000000,0.0000000000,0.0998450071,0.3441883624,0.2347056419,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0084126703,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0018242277,0.0124132521,0.0000000000,0.1622573286,0.1960674077,0.0000000000,0.0000000000,0.0483939163,0.0477249511,0.0097410120,0.0000000000,0.0433113948,0.0067373696,0.0784296617,0.0572799407,0.0650891811,0.0831871107,0.0076657156,0.0012962982,0.0274200924,0.0243719667,0.0000000000,0.0000000000,0.1330039203,0.0404347405,0.0374851413,0.0311659444,0.0375337414,0.0448279418,0.0771612003,0.0540044978,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1155027971,0.3107621670,-0.0560636893,-0.1117537767,0.3107766211,-0.0355971418
