Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
06:56:18:06.259,61,0.1261887997,0.3275210559,0.0000000000,0.2724170685,0.0000000000,0.0000000000,0.0000000000,0.1270139217,0.3225797713,0.3164780140,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0223174524,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0442182422,0.0355717503,0.0000000000,0.0887334570,0.0984035358,0.0000000000,0.0000000000,0.0300019588,0.0300406199,0.0000000000,0.0000000000,0.0543008819,0.0252957698,0.0348016433,0.0243232828,0.0984648690,0.1160931736,0.0136712957,0.0012772084,0.0250965413,0.0180867556,0.0078556854,0.0081009530,0.0393293761,0.0000000000,0.0000000000,0.0776620135,0.0191623308,0.0140023902,0.0586235449,0.0390471481,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1570389569,0.2992880344,-0.0618399456,-0.1528536379,0.2992977500,-0.0421944894
06:56:18:07.261,61,0.1240982562,0.3281488419,0.0000000000,0.2727745175,0.0000000000,0.0000000000,0.0000000000,0.1248702779,0.3231955767,0.3168360293,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0229162723,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0409900323,0.0358842649,0.0000000000,0.0500581674,0.0533448383,0.0000000000,0.0000000000,0.0296942480,0.0298453011,0.0000000000,0.0000000000,0.0501196571,0.0240009017,0.0324127339,0.0232265610,0.0950834751,0.1127265170,0.0135037340,0.0010204491,0.0248440430,0.0178054851,0.0068531386,0.0070111486,0.0395036675,0.0000000000,0.0000000000,0.0707366690,0.0176886637,0.0123852836,0.0580360666,0.0384645425,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1571984291,0.2996861041,-0.0619767532,-0.1530399472,0.2996958494,-0.0423101038
06:56:18:08.262,61,0.1231594086,0.3307626247,0.0000000000,0.2723782361,0.0000000000,0.0000000000,0.0000000000,0.1239328682,0.3257791996,0.3163237274,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0231420845,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0380480848,0.0360605046,0.0000000000,0.0503234528,0.0587986074,0.0000000000,0.0000000000,0.0294573922,0.0296377726,0.0000000000,0.0000000000,0.0477958471,0.0221475121,0.0316844806,0.0234033428,0.0937813446,0.1118235961,0.0131424451,0.0005996764,0.0247284267,0.0176522080,0.0064415913,0.0065537919,0.0391976386,0.0000000000,0.0000000000,0.0700685531,0.0169453658,0.0116069382,0.0582390353,0.0385062061,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1568589211,0.3013014197,-0.0623346791,-0.1527546644,0.3013112843,-0.0425677933
06:56:18:09.264,61,0.1228115112,0.3334578276,0.0000000000,0.2714182734,0.0000000000,0.0000000000,0.0000000000,0.1236152127,0.3284494877,0.3152075410,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0229922924,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0365543701,0.0358990058,0.0000000000,0.0603522807,0.0773065910,0.0000000000,0.0000000000,0.0290731918,0.0292051341,0.0000000000,0.0000000000,0.0464108214,0.0210400280,0.0315492190,0.0236748941,0.0929000154,0.1111467853,0.0127859544,0.0002673461,0.0247106533,0.0176170897,0.0066519147,0.0067719854,0.0388965271,0.0000000000,0.0000000000,0.0691894218,0.0168114379,0.0114529505,0.0606143326,0.0389633626,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1562141776,0.3029544652,-0.0626397207,-0.1521500796,0.3029644787,-0.0427662097
06:56:18:10.266,61,0.1227582768,0.3353067040,0.0000000000,0.2715896368,0.0000000000,0.0000000000,0.0000000000,0.1236003190,0.3302695155,0.3153931201,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0219021589,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0353643261,0.0354329161,0.0000000000,0.0745347962,0.0884068385,0.0000000000,0.0000000000,0.0288936347,0.0289371312,0.0000000000,0.0000000000,0.0457834825,0.0201620478,0.0327762775,0.0249190014,0.0929160863,0.1113168150,0.0123781301,0.0000000000,0.0247592758,0.0176787507,0.0072318753,0.0074239271,0.0385714248,0.0000000000,0.0000000000,0.0691642985,0.0172576364,0.0126097789,0.0627330989,0.0395873487,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1562477052,0.3041070402,-0.0629499704,-0.1522019356,0.3041171730,-0.0430017300
06:56:18:11.267,61,0.1228208244,0.3386686444,0.0000000000,0.2686457038,0.0000000000,0.0000000000,0.0000000000,0.1236927956,0.3336194754,0.3121517301,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0212209970,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0316007920,0.0348294675,0.0000000000,0.0927613005,0.1068907380,0.0000000000,0.0000000000,0.0288645662,0.0288682468,0.0000000000,0.0000000000,0.0447346196,0.0192488618,0.0330782235,0.0253981184,0.0925886407,0.1111055017,0.0120730456,0.0000000000,0.0247863438,0.0177438892,0.0073011331,0.0075127808,0.0390320793,0.0000000000,0.0000000000,0.0688855574,0.0177868064,0.0138231814,0.0639231130,0.0402788669,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1545176506,0.3061287999,-0.0631256327,-0.1504655778,0.3061390519,-0.0430322625
06:56:18:12.269,61,0.1224539578,0.3402548134,0.0000000000,0.2599090636,0.0000000000,0.0000000000,0.0000000000,0.1233601198,0.3352875412,0.3026451468,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0206050109,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0295976475,0.0341483094,0.0000000000,0.0986347347,0.1127097458,0.0000000000,0.0000000000,0.0286866687,0.0286832452,0.0000000000,0.0000000000,0.0439308807,0.0183341503,0.0331986211,0.0256907083,0.0922357738,0.1107701957,0.0117734335,0.0000000000,0.0249028504,0.0178894345,0.0069901478,0.0071959044,0.0394182503,0.0000000000,0.0000000000,0.0688014776,0.0181146562,0.0144885797,0.0650657713,0.0414592586,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1497121155,0.3069179654,-0.0623360872,-0.1455173492,0.3069282174,-0.0421427153
06:56:18:13.270,61,0.1221715957,0.3396618962,0.0000000000,0.2572394311,0.0000000000,0.0000000000,0.0000000000,0.1230924055,0.3347369432,0.2996939123,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0200239494,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0251813494,0.0332875960,0.0000000000,0.1018876135,0.1159710214,0.0000000000,0.0000000000,0.0287644565,0.0287509393,0.0000000000,0.0000000000,0.0433926508,0.0175959151,0.0332216248,0.0259040184,0.0917620435,0.1102853268,0.0115340212,0.0000000000,0.0249684229,0.0180106722,0.0065270122,0.0067181764,0.0401736051,0.0000000000,0.0000000000,0.0683685914,0.0186067726,0.0152334822,0.0656273067,0.0420616418,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1482548416,0.3064913154,-0.0619246811,-0.1440309733,0.3065015674,-0.0417496674
06:56:18:14.272,61,0.1199210733,0.3379209638,0.0000000000,0.2570768893,0.0000000000,0.0000000000,0.0000000000,0.1208426654,0.3330236077,0.2994868159,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0195700824,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0196470767,0.0327072367,0.0000000000,0.1085189432,0.1202179566,0.0000000000,0.0000000000,0.0292785391,0.0292602405,0.0000000000,0.0000000000,0.0429917052,0.0170476958,0.0330816880,0.0259532668,0.0912802666,0.1098603159,0.0114483386,0.0000000000,0.0249282122,0.0180266593,0.0058203451,0.0059919963,0.0435079485,0.0000000000,0.0000000000,0.0672335327,0.0191281494,0.0159789082,0.0655235276,0.0421745852,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1482060552,0.3054077029,-0.0616377741,-0.1439802498,0.3054178953,-0.0415365472
06:56:18:15.273,61,0.1177900657,0.3364004195,0.0000000000,0.2588590682,0.0000000000,0.0000000000,0.0000000000,0.1187082827,0.3315028250,0.3014356494,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0191489961,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0166177191,0.0322683379,0.0000000000,0.1109963283,0.1219440699,0.0000000000,0.0000000000,0.0297941547,0.0297544599,0.0000000000,0.0000000000,0.0425727181,0.0166066755,0.0326259285,0.0257482752,0.0907259360,0.1093777195,0.0114011765,0.0000000000,0.0247948803,0.0179500096,0.0051859138,0.0053387573,0.0463425368,0.0000000000,0.0000000000,0.0658639967,0.0193844140,0.0163566656,0.0650696754,0.0419990271,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1492287815,0.3045031428,-0.0616165325,-0.1450176090,0.3045132756,-0.0415836945
06:56:18:16.275,61,0.1157728359,0.3351364136,0.0000000000,0.2641192973,0.0000000000,0.0000000000,0.0000000000,0.1167681292,0.3301948011,0.3071488142,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0187551863,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0142174754,0.0317000374,0.0000000000,0.1148149595,0.1264057308,0.0000000000,0.0000000000,0.0304430034,0.0304071363,0.0000000000,0.0000000000,0.0422582589,0.0162335504,0.0321942009,0.0255553946,0.0901429802,0.1089057848,0.0114245089,0.0000000000,0.0247484595,0.0179776940,0.0046351608,0.0047758520,0.0483817123,0.0000000000,0.0000000000,0.0643440112,0.0198863316,0.0172904972,0.0648894235,0.0421029925,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1521274149,0.3038340211,-0.0620371923,-0.1480051577,0.3038441539,-0.0420781113
06:56:18:17.276,61,0.1147449315,0.3355472684,0.0000000000,0.2642909586,0.0000000000,0.0000000000,0.0000000000,0.1157716885,0.3305982649,0.3073241711,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0184220560,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0129191224,0.0311760996,0.0000000000,0.1162085757,0.1279456913,0.0000000000,0.0000000000,0.0307892133,0.0307609960,0.0000000000,0.0000000000,0.0418710336,0.0157597959,0.0319532342,0.0255131610,0.0888305977,0.1078349203,0.0113822091,0.0000000000,0.0248019006,0.0180803202,0.0038344625,0.0039667822,0.0523309261,0.0000000000,0.0000000000,0.0631867349,0.0204405617,0.0180988163,0.0649204850,0.0423047021,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1522021890,0.3040929139,-0.0621195808,-0.1480919272,0.3041030765,-0.0421455391
06:56:18:18.279,61,0.1140448079,0.3354400098,0.0000000000,0.2616800666,0.0000000000,0.0000000000,0.0000000000,0.1151027083,0.3305237293,0.3044750094,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0181312803,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0121111004,0.0307354145,0.0000000000,0.1168612763,0.1286522299,0.0000000000,0.0000000000,0.0309426449,0.0309129842,0.0000000000,0.0000000000,0.0414499864,0.0152758742,0.0316107683,0.0253928825,0.0877038389,0.1069136634,0.0113869915,0.0000000000,0.0249169953,0.0182167571,0.0032471498,0.0033706371,0.0537672527,0.0000000000,0.0000000000,0.0623329803,0.0209044516,0.0186936054,0.0652000532,0.0426570736,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1507797837,0.3039687574,-0.0617966875,-0.1466263086,0.3039789200,-0.0418175086
06:56:18:19.280,61,0.1133546308,0.3344057500,0.0000000000,0.2619148791,0.0000000000,0.0000000000,0.0000000000,0.1144411862,0.3295007646,0.3047457039,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0177727882,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0116126789,0.0303494856,0.0000000000,0.1170451865,0.1287433356,0.0000000000,0.0000000000,0.0309442654,0.0309018195,0.0000000000,0.0000000000,0.0409844555,0.0148621341,0.0309958626,0.0250579007,0.0862881839,0.1053594276,0.0114403227,0.0000000000,0.0250306409,0.0183291882,0.0025344782,0.0026497568,0.0549852848,0.0000000000,0.0000000000,0.0615888387,0.0213292316,0.0191469938,0.0654347688,0.0429256447,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1509478092,0.3033319414,-0.0616667569,-0.1467825472,0.3033420444,-0.0417292602
06:56:18:20.281,61,0.1126907244,0.3332516253,0.0000000000,0.2628042400,0.0000000000,0.0000000000,0.0000000000,0.1138004288,0.3283507824,0.3057560921,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0174681079,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0113974838,0.0300257001,0.0000000000,0.1163253263,0.1273818761,0.0000000000,0.0000000000,0.0308487341,0.0308044348,0.0000000000,0.0000000000,0.0406437404,0.0145011079,0.0305933226,0.0248716231,0.0855024606,0.1045562103,0.0114101470,0.0000000000,0.0250903461,0.0183873791,0.0017375496,0.0018441216,0.0558388047,0.0000000000,0.0000000000,0.0612612143,0.0215691291,0.0193426609,0.0655843467,0.0430956371,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1514897943,0.3026350737,-0.0615970790,-0.1473097801,0.3026450872,-0.0417059697
06:56:18:21.283,61,0.1120778471,0.3324993551,0.0000000000,0.2621557713,0.0000000000,0.0000000000,0.0000000000,0.1132114530,0.3276157379,0.3050753772,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0172199849,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0113349119,0.0298961848,0.0000000000,0.1143107340,0.1234071776,0.0000000000,0.0000000000,0.0306211915,0.0305595342,0.0000000000,0.0000000000,0.0401657559,0.0141420849,0.0299698412,0.0244966354,0.0846833810,0.1037156060,0.0114357658,0.0000000000,0.0250912905,0.0183646549,0.0009289350,0.0010273512,0.0564430356,0.0000000000,0.0000000000,0.0608813055,0.0214881059,0.0190787427,0.0655286312,0.0430453420,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1511726379,0.3021539152,-0.0614085197,-0.1469625831,0.3021639585,-0.0415431187
06:56:18:22.285,61,0.1116137132,0.3315795660,0.0000000000,0.2634180486,0.0000000000,0.0000000000,0.0000000000,0.1127586737,0.3266945183,0.3064433038,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0170101915,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0113552976,0.0299001914,0.0000000000,0.1111709177,0.1181035712,0.0000000000,0.0000000000,0.0303487480,0.0302525889,0.0000000000,0.0000000000,0.0396253020,0.0138472822,0.0290395822,0.0239706840,0.0840644762,0.1030637324,0.0114854313,0.0000000000,0.0249891207,0.0182359014,0.0004810835,0.0005679403,0.0564197861,0.0000000000,0.0000000000,0.0606475919,0.0211383570,0.0184726659,0.0652675927,0.0427947454,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1518861949,0.3016104698,-0.0614124462,-0.1476940960,0.3016204238,-0.0415902324
06:56:18:23.287,61,0.1113685891,0.3313319683,0.0000000000,0.2640162408,0.0000000000,0.0000000000,0.0000000000,0.1125111952,0.3264408410,0.3071565628,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0168920830,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0115050413,0.0300604012,0.0000000000,0.0974406525,0.1023223549,0.0000000000,0.0000000000,0.0300539974,0.0299196318,0.0000000000,0.0000000000,0.0390717536,0.0135926669,0.0281810760,0.0234232917,0.0837662295,0.1027304158,0.0115011735,0.0000000000,0.0247714985,0.0179909300,0.0002699388,0.0003445086,0.0563421920,0.0000000000,0.0000000000,0.0606827401,0.0205016509,0.0158152655,0.0638796613,0.0419888273,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1522510946,0.3014698625,-0.0614497140,-0.1480364352,0.3014798164,-0.0416336693
06:56:18:24.288,61,0.1115001515,0.3316900134,0.0000000000,0.2651937902,0.0000000000,0.0000000000,0.0000000000,0.1126304716,0.3267779946,0.3084845245,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0169833079,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0117045026,0.0304551888,0.0000000000,0.0935275629,0.0976257697,0.0000000000,0.0000000000,0.0298116002,0.0296470951,0.0000000000,0.0000000000,0.0385963432,0.0133401165,0.0275100768,0.0229821224,0.0837276727,0.1027014554,0.0115337726,0.0000000000,0.0245941058,0.0177486073,0.0003207435,0.0003844641,0.0561494380,0.0000000000,0.0000000000,0.0610572584,0.0200271606,0.0146703152,0.0632224604,0.0414391607,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.1529047489,0.3017179668,-0.0616460741,-0.1486905813,0.3017279208,-0.0418152660
