,Position_X,Position_Y,Position_Z,Velocity_X,Velocity_Y,Velocity_Z,Acceleration_X,Acceleration_Y,Acceleration_Z,Quaterion_0,Quaterion_1,Quaterion_2,Quaterion_3
51.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015184001997113228,-0.005869902670383453,0.01646905392408371,1.0,-2.7755575615628914e-17,-1.734723475976807e-18,-6.938893903907228e-18
52.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021139923483133316,-0.0029417178593575954,0.012346649542450905,0.9999972581863403,0.0001447942922823131,0.0004463371296878904,-0.0022909026592969894
53.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02700071781873703,0.00032347015803679824,0.007930342108011246,0.9999921321868896,0.0007388303056359291,0.0012394547229632735,-0.00370256369933486
54.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027737397700548172,0.001256313407793641,0.003070160513743758,0.9999832510948181,0.0015160089824348688,0.0022595380432903767,-0.005111886188387871
55.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02683017961680889,0.003931277897208929,-0.0014128576731309295,0.9999686479568481,0.002652668859809637,0.0035124218557029963,-0.006579514127224684
56.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024854622781276703,0.005125463008880615,-0.009450818412005901,0.9999487400054932,0.0037306351587176323,0.005019289441406727,-0.00796293094754219
57.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020973239094018936,0.005524168256670237,-0.015135589987039566,0.9999182820320129,0.005134795792400837,0.007361419033259153,-0.009104048833251
58.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01495831273496151,0.007446606177836657,-0.016154613345861435,0.9998977184295654,0.006111990660429001,0.009395793080329895,-0.008886417374014854
59.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009113376960158348,0.009158199653029442,-0.01295832172036171,0.9998801946640015,0.007017220836132765,0.010955129750072956,-0.00838362704962492
60.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005105894524604082,0.010494858026504517,-0.011018089018762112,0.999866247177124,0.007850336842238903,0.012308456934988499,-0.007372681982815266
61.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018521933816373348,0.009722650982439518,-0.01201013196259737,0.9998547434806824,0.008838352747261524,0.01320719439536333,-0.006157619412988424
62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004611729644238949,-0.0013597385259345174,-0.0390760563313961,0.999855101108551,0.00891027133911848,0.01347789540886879,-0.005360836628824472
63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01262582466006279,-0.003608178813010454,-0.02496151439845562,0.9998824000358582,0.008188295178115368,0.012516338378190994,-0.003381273942068219
64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015363983809947968,0.002098992234095931,0.006581465248018503,0.9999045729637146,0.007577105425298214,0.011393346823751926,-0.0019152738386765122
65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008785332553088665,-0.0035937896464020014,-0.004366586916148663,0.9999262690544128,0.0065160514786839485,0.010191413573920727,-0.001054980093613267
66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005906871985644102,-0.0030946123879402876,0.023413999006152153,0.9999408721923828,0.005379080306738615,0.00938342697918415,-0.0011192082893103361
67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028534478042274714,-0.0050972988829016685,0.021698886528611183,0.9999460577964783,0.004565495066344738,0.009021224454045296,-0.002370141912251711
68.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005227589048445225,-0.008252198807895184,0.014020571485161781,0.9999391436576843,0.0038573420606553555,0.009380375035107136,-0.004336229059845209
69.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014846657402813435,-0.008049299009144306,0.012789147906005383,0.9999172687530518,0.003712603822350502,0.010522558353841305,-0.0064029027707874775
70.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01912521757185459,-0.006807686295360327,0.010285979136824608,0.9998905658721924,0.00413284869864583,0.011935152113437653,-0.0077029867097735405
71.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016362203285098076,-0.003277694573625922,0.005859192926436663,0.9998618960380554,0.0049700927920639515,0.013412031345069408,-0.008459062315523624
72.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006877323146909475,0.001641424372792244,0.00018620317860040814,0.9998387694358826,0.0061059920117259026,0.014625759795308113,-0.008436915464699268
73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667560605332255,0.004499667789787054,-0.004321052227169275,0.9998248219490051,0.00738601665943861,0.015218961983919144,-0.008012817241251469
74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01040928065776825,0.006042724475264549,-0.009011803194880486,0.9998216032981873,0.008510690182447433,0.015200759284198284,-0.007301270961761475
75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015970267355442047,0.004664081148803234,-0.014178036712110043,0.9998307228088379,0.00914862658828497,0.014636590145528316,-0.006372006610035896
76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02124517597258091,0.004515453707426786,-0.017535677179694176,0.9998553991317749,0.009276870638132095,0.01340037863701582,-0.004848884418606758
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024333588778972626,0.007183337118476629,-0.012013526633381844,0.9998805522918701,0.00917084887623787,0.01201592106372118,-0.003229201538488269
78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025564750656485558,0.006271019112318754,-0.0014875360066071153,0.9999004602432251,0.008874868974089622,0.01080436259508133,-0.0018926453776657581
79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023607149720191956,0.006636315491050482,0.00691949762403965,0.9999191164970398,0.008242550306022167,0.009636672213673592,-0.0009786792797967792
80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020482584834098816,0.005565929692238569,0.011963088996708393,0.999929666519165,0.00808995496481657,0.008671238087117672,6.289879092946649e-05
81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018248729407787323,0.0036811174359172583,0.013067469000816345,0.9999361634254456,0.0077638509683310986,0.00815533846616745,0.0009507785434834659
82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285804703831673,0.003010147949680686,0.013578438200056553,0.9999411106109619,0.007354191970080137,0.007914056070148945,0.0010195322101935744
83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032007306814194,0.004124412313103676,0.013660026714205742,0.9999387860298157,0.007513762451708317,0.007921584881842136,0.0017937102820724249
84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041279238648712635,0.004811436869204044,0.009214740246534348,0.9999316334724426,0.008083310909569263,0.008152286522090435,0.0022296314127743244
85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006752092391252518,0.005809714086353779,0.0015983580378815532,0.9999245405197144,0.008437174372375011,0.008536078035831451,0.002613405929878354
86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004666248802095652,0.0077649871818721294,-0.00361056299880147,0.9999107122421265,0.009347439743578434,0.009023304097354412,0.003132627811282873
87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011220276355743408,0.007780971936881542,-0.005606270860880613,0.999900221824646,0.010081352666020393,0.009431678801774979,0.002989839529618621
88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007899678312242031,0.008095202967524529,-0.0128578906878829,0.9998881816864014,0.010734708979725838,0.010009526275098324,0.0028575246687978506
89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011557753896340728,0.007933767512440681,-0.015255440957844257,0.9998773336410522,0.011345845647156239,0.010470762848854065,0.0026271739043295383
90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006225390825420618,0.008316250517964363,-0.014549673534929752,0.9998611807823181,0.01213631872087717,0.011264395900070667,0.0018529054941609502
91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022983971575740725,0.007249304559081793,-0.01313839852809906,0.9998398423194885,0.012761830352246761,0.012242231518030167,0.0027426176238805056
92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007427523378282785,0.004089246038347483,-0.010496851056814194,0.9998222589492798,0.013427035883069038,0.012832616455852985,0.003240057500079274
93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027940196450799704,0.0018525974592193961,-0.008560835383832455,0.9998024702072144,0.01407686062157154,0.01339785661548376,0.004172189626842737
94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034714408684521914,0.0017409654101356864,-0.0036615801509469748,0.9998064041137695,0.01377050206065178,0.013101832009851933,0.0050819129683077335
95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003740893676877022,-0.004619961138814688,-0.01294283103197813,0.9998167157173157,0.013295202516019344,0.012267190031707287,0.006269131321460009
96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011062584817409515,-0.010468992404639721,-0.050857651978731155,0.999838650226593,0.011998212896287441,0.010620782151818275,0.008121770806610584
97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01563205011188984,-0.002195477019995451,0.020790137350559235,0.9998688101768494,0.010142473503947258,0.008800426498055458,0.009054819121956825
98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01688716560602188,-0.007311083842068911,-0.0006740227690897882,0.9998940229415894,0.008760323747992516,0.007158701308071613,0.009164177812635899
99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006562058813869953,-0.011578310281038284,0.01664210669696331,0.9999096989631653,0.007623039651662111,0.005852336995303631,0.009391401894390583
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005081532057374716,-0.008695061318576336,0.029377611353993416,0.9999268054962158,0.006445440463721752,0.005345098674297333,0.008735465817153454
101.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037132843863219023,-0.008736631833016872,0.02089577540755272,0.9999392032623291,0.005769930314272642,0.005728838033974171,0.007446064613759518
102.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008668243885040283,-0.006862665992230177,0.016383513808250427,0.9999411106109619,0.005722238682210445,0.006101849023252726,0.0069096749648451805
103.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010778152383863926,-0.002631295705214143,0.010745991952717304,0.9999321699142456,0.006162841804325581,0.007135629188269377,0.0068414234556257725
104.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010329854674637318,0.00013930400018580258,0.00242220819927752,0.999921441078186,0.006525829900056124,0.008247790858149529,0.0068223909474909306
105.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025612562894821167,0.003128007287159562,-0.007525511085987091,0.9999072551727295,0.007216526661068201,0.00876346044242382,0.007521151099354029
106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006641514133661985,0.004055517725646496,-0.0182225089520216,0.9998873472213745,0.008143220096826553,0.009312677197158337,0.008502020500600338
107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00892386119812727,0.003621047828346491,-0.023228386417031288,0.9998779296875,0.008545535616576672,0.009284845553338528,0.009213014505803585
108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008565973490476608,0.004692776128649712,-0.019196264445781708,0.9998786449432373,0.008493338711559772,0.008942119777202606,0.009516887366771698
