Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
04:44:43:53.484,61,0.0000000000,0.0000000000,0.1832745969,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1047312841,0.0000000000,0.0000000000,0.0000000000,0.0333953463,0.0000000000,0.0000000000,0.0299413148,0.0383597426,0.1305807233,0.1456189007,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0310337972,0.0313079283,0.0096411966,0.0104384106,0.0676412061,0.0711403713,0.0000000000,0.0061411727,0.1134295389,0.0576299541,0.0262119249,0.0254239626,0.0408821516,0.0425132699,0.0171136130,0.0169295482,0.0000000000,0.0000000000,0.0605325885,0.0200178009,0.0200126432,0.0677848309,0.0142900394,0.0043702680,0.0204592962,0.0238355827,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1104710847,-0.0102024376,0.0111619160,0.1085023805,-0.0101903677,0.0102945454
04:44:43:54.486,61,0.0000000000,0.0000000000,0.1833864301,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1047789007,0.0000000000,0.0000000000,0.0000000000,0.0340188444,0.0000000000,0.0000000000,0.0294743814,0.0372817926,0.1054528877,0.1451310217,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0113398368,0.0129918940,0.0093193892,0.0101971021,0.0672517717,0.0699368119,0.0000000000,0.0062761470,0.0962635353,0.0414558277,0.0286649633,0.0287871286,0.0367836766,0.0371808596,0.0107708927,0.0105681019,0.0000000000,0.0000000000,0.0605116338,0.0210758541,0.0210734103,0.0727210864,0.0128569510,0.0036259871,0.0188144054,0.0226661973,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1105042920,-0.0108965933,0.0111205149,0.1085768566,-0.0108845308,0.0102145690
04:44:43:55.487,61,0.0000000000,0.0000000000,0.1767545789,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0980632380,0.0000000000,0.0000000000,0.0000000000,0.0346699394,0.0001480647,0.0000000000,0.0296079684,0.0368905962,0.0947521925,0.1554948539,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0028261794,0.0045254212,0.0091009233,0.0100714536,0.0668770969,0.0690597743,0.0012871214,0.0067188689,0.0865656286,0.0328651220,0.0311093833,0.0320313834,0.0346221030,0.0344189815,0.0070752488,0.0068694833,0.0000000000,0.0000000000,0.0602432527,0.0219556633,0.0219550151,0.0791970119,0.0118918708,0.0030290904,0.0176630579,0.0217969902,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1064124405,-0.0094835013,0.0108133312,0.1046343073,-0.0094715506,0.0100107593
04:44:43:56.489,61,0.0000000000,0.0079524526,0.0733108222,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0085230283,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0376159288,0.0031662905,0.0000000000,0.0314159244,0.0371004269,0.0992901921,0.1649678797,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0142692979,0.0106031112,0.0089587737,0.0100419223,0.0667061433,0.0684960857,0.0029441339,0.0078131715,0.0817688853,0.0282855630,0.0332964286,0.0351007432,0.0334710665,0.0329990722,0.0049039754,0.0047482233,0.0000000000,0.0000000000,0.0597724505,0.0224460792,0.0224458147,0.0846239999,0.0114388969,0.0028880299,0.0168708619,0.0211580712,0.0000000123,0.0000000000,0.0000000000,0.0000000000,0.0433793738,0.0041821152,0.0046268827,0.0433210731,0.0041928664,0.0048834393
04:44:43:57.490,61,0.0000000000,0.0355942324,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0353332311,0.0234517753,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0421153642,0.0052356115,0.0000000000,0.0341225080,0.0376512371,0.1031223163,0.1728507131,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0525629036,0.0457374081,0.0088230837,0.0100121330,0.0666304603,0.0680999383,0.0043963520,0.0090380870,0.0794200152,0.0259195976,0.0346310996,0.0370962135,0.0327357687,0.0321922600,0.0034631125,0.0033344140,0.0000000000,0.0000000000,0.0593350790,0.0227958448,0.0227932464,0.0907657072,0.0110331895,0.0027718397,0.0161449630,0.0204969849,0.0000000357,0.0000000000,0.0000000000,0.0000000000,-0.0130232759,0.0179271325,-0.0024780151,-0.0121683041,0.0179368481,-0.0012301248
04:44:43:58.492,61,0.0000000000,0.0383650549,0.0000000000,0.0059990082,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0379763618,0.0371603556,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0470443480,0.0066066938,0.0000000000,0.0362176225,0.0382991023,0.1051874757,0.1760967821,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0660379976,0.0591008477,0.0086264564,0.0099093178,0.0666667074,0.0678848773,0.0058378391,0.0098750163,0.0783933625,0.0247388463,0.0354771875,0.0382119268,0.0321893543,0.0316742212,0.0024442496,0.0023381435,0.0000000000,0.0000000000,0.0589157715,0.0230640937,0.0230585895,0.0933640301,0.0106592719,0.0026505496,0.0155280819,0.0198869910,0.0000000734,0.0000000000,0.0000000000,0.0000000000,-0.0206810534,0.0193244219,-0.0035305042,-0.0197511613,0.0193340257,-0.0021844653
04:44:43:59.494,61,0.0000000000,0.0386500359,0.0000000000,0.0101854857,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0382199027,0.0417035222,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0517044924,0.0075606764,0.0000000000,0.0382992998,0.0395531654,0.1080602035,0.1778826267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0729212165,0.0660509169,0.0084388871,0.0098002544,0.0668435544,0.0679076016,0.0071272305,0.0106036318,0.0779107660,0.0240884051,0.0360899270,0.0389592834,0.0318648256,0.0314228386,0.0016790610,0.0015892879,0.0000000000,0.0000000000,0.0585190803,0.0232656561,0.0232568718,0.0948014483,0.0105745504,0.0028030844,0.0151526090,0.0194582678,0.0000001247,0.0000000000,0.0000000000,0.0000000000,-0.0232211277,0.0194696933,-0.0038616844,-0.0222881734,0.0194793120,-0.0025065434
04:44:44:00.495,61,0.0000000000,0.0449574664,0.0000000000,0.0109686311,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0445014611,0.0428133309,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0589185096,0.0088873133,0.0000000000,0.0442924276,0.0454769284,0.1109928861,0.1787888110,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0786339045,0.0719434842,0.0083161630,0.0097611304,0.0675758645,0.0683250129,0.0090472111,0.0113906069,0.0773233399,0.0234655440,0.0363940671,0.0393508375,0.0320396796,0.0316247977,0.0010552111,0.0009766492,0.0000000000,0.0000000000,0.0582603998,0.0233954880,0.0233846102,0.0951826274,0.0107861534,0.0032590739,0.0149681093,0.0191564448,0.0000002538,0.0000000000,0.0000000000,0.0000000000,-0.0238131732,0.0226511359,-0.0041646659,-0.0227600597,0.0226605162,-0.0025878353
04:44:44:01.497,61,0.0000000000,0.0532921888,0.0000000000,0.0218971688,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0526981801,0.0550729707,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0728064701,0.0096898442,0.0000000000,0.0610375702,0.0661998540,0.1199358702,0.1788829118,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0813273340,0.0746593326,0.0083155148,0.0098348046,0.0715517253,0.0716519058,0.0104752285,0.0137164099,0.0663815886,0.0194903910,0.0361228958,0.0391336866,0.0380280428,0.0373865552,0.0005656630,0.0004966998,0.0000000000,0.0000000000,0.0580854937,0.0235510599,0.0235371813,0.0846384391,0.0135890767,0.0075911107,0.0152248191,0.0192311723,0.0000003946,0.0000000000,0.0000000000,0.0000000000,-0.0306252837,0.0268634856,-0.0053792121,-0.0293728709,0.0268725678,-0.0035041058
04:44:44:02.498,61,0.0000000000,0.0541607551,0.0000000000,0.0111000920,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0536749437,0.0434933268,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0732802972,0.0095338291,0.0000000000,0.1100339964,0.1308321357,0.3335952759,0.1833786815,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0690521374,0.0692028180,0.0089018522,0.0103594465,0.1027506068,0.0947346315,0.0085186679,0.0147106759,0.0125359334,0.0073228450,0.0165190324,0.0155832125,0.0762928724,0.0870777592,0.0013581065,0.0010625410,0.0000000000,0.0000000000,0.0583895221,0.0234579425,0.0234405994,0.0317343585,0.0263826996,0.0153852776,0.0284766760,0.0229764171,0.0000012773,0.0000000000,0.0000000000,0.0000000000,-0.0241499543,0.0272927880,-0.0045430772,-0.0228355657,0.0273018107,-0.0026293844
04:44:44:03.500,61,0.0000000000,0.0675114095,0.0000000000,0.0106192231,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0669960529,0.0430720337,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0740900859,0.0073248157,0.0000000000,0.1244044080,0.1489010304,0.3425149918,0.1470502317,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0218891725,0.0246981643,0.0124011375,0.0134450598,0.1203621924,0.1151410341,0.0075307339,0.0153204473,0.0000000000,0.0026780013,0.0066348216,0.0056193341,0.0969083309,0.1049130782,0.0079080937,0.0074387882,0.0000000000,0.0000000000,0.0589822754,0.0226202533,0.0225936566,0.0134792430,0.0322597250,0.0234081876,0.0324430726,0.0244432501,0.0000012462,0.0000000000,0.0000000000,0.0000000000,-0.0238490030,0.0340255499,-0.0049868682,-0.0225384738,0.0340342596,-0.0026334343
04:44:44:04.502,61,0.0000000000,0.0713413507,0.0000000000,0.0134805636,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0707857236,0.0460817441,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0688363537,0.0018709160,0.0000000000,0.1321628094,0.1501441896,0.3590907753,0.1374543607,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0080522597,0.0108197220,0.0144145628,0.0151106277,0.1273956299,0.1225437745,0.0018813683,0.0154929021,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1079125553,0.1162018701,0.0174394548,0.0173977967,0.0000000000,0.0000000000,0.0607417040,0.0220260788,0.0219925698,0.0016536360,0.0348263904,0.0263883024,0.0348365195,0.0255610961,0.0000011060,0.0000000000,0.0000000000,0.0000000000,-0.0255094469,0.0359588116,-0.0053638257,-0.0242668688,0.0359675512,-0.0028941757
04:44:44:05.503,61,0.0005066728,0.0759642124,0.0000000000,0.0175509732,0.0000000000,0.0000000000,0.0000000000,0.0005032660,0.0753513575,0.0504561998,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0675944462,0.0000000000,0.0000000000,0.1685592830,0.1390837133,0.3705265820,0.1280063093,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0004538866,0.0020657340,0.0167216472,0.0171805024,0.1324280351,0.1325284094,0.0000000000,0.0154583948,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1611180753,0.1721545160,0.0319942832,0.0330926143,0.0000000000,0.0000000000,0.0647797957,0.0217586569,0.0217127390,0.0000000000,0.0360260978,0.0280092377,0.0360321850,0.0261682328,0.0000009439,0.0000000000,0.0000000000,0.0000000000,-0.0279258862,0.0382936001,-0.0058876807,-0.0267245360,0.0383022204,-0.0032721991
04:44:44:06.505,61,0.0049025719,0.0765825808,0.0000000000,0.0184246413,0.0000000000,0.0000000000,0.0000000000,0.0049015786,0.0759599432,0.0512529798,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0765766352,0.0000000000,0.0000000000,0.2008528709,0.1260581911,0.3840521872,0.1133476645,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0196099468,0.0202648584,0.1403217018,0.1453227848,0.0000000000,0.0153760398,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2292428464,0.2407277822,0.0477121621,0.0487056151,0.0000000000,0.0000000000,0.0664554313,0.0219481271,0.0218821745,0.0000000000,0.0356583148,0.0284083318,0.0362091288,0.0261003487,0.0000000261,0.0000000000,0.0000000000,0.0000000000,-0.0283670351,0.0386062860,-0.0059758537,-0.0272521265,0.0386149064,-0.0033527345
04:44:44:07.506,61,0.0085102860,0.0857426971,0.0000000000,0.0232256781,0.0000000000,0.0000000000,0.0000000000,0.0085109081,0.0850401148,0.0563709848,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0883052871,0.0000000000,0.0000000000,0.2182393968,0.1190478727,0.3924159706,0.1054465622,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0224451683,0.0234209951,0.1451166719,0.1521608233,0.0000000000,0.0153560592,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2531789839,0.2658319473,0.0555638671,0.0569761470,0.0000000000,0.0000000000,0.0676320344,0.0224338155,0.0223424621,0.0000000000,0.0344146490,0.0282614920,0.0359023735,0.0257453322,0.0000000083,0.0000000000,0.0000000000,0.0000000000,-0.0311691985,0.0432315767,-0.0067526000,-0.0301444195,0.0432400331,-0.0038419676
04:44:44:08.508,61,0.0108583476,0.0925730988,0.0000000000,0.0251589566,0.0000000000,0.0000000000,0.0000000000,0.0108598731,0.0918281078,0.0584147349,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0937091038,0.0000000000,0.0000000000,0.2259060740,0.1059143618,0.3953156471,0.0954787508,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0246115699,0.0258454103,0.1475296915,0.1554787904,0.0000000000,0.0152721843,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2661492527,0.2791448534,0.0613458678,0.0628565773,0.0000000000,0.0000000000,0.0685346648,0.0229081102,0.0227893908,0.0000000000,0.0318603516,0.0273575708,0.0354073234,0.0252942778,0.0000000097,0.0000000000,0.0000000000,0.0000000000,-0.0322672427,0.0466791540,-0.0071964487,-0.0313041694,0.0466875210,-0.0040706070
04:44:44:09.510,61,0.0119644478,0.0977708846,0.0000000000,0.0266413186,0.0000000000,0.0000000000,0.0000000000,0.0119665815,0.0969923958,0.0600268319,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0962509885,0.0000000000,0.0000000000,0.2295001149,0.0980527624,0.3950119913,0.0907734782,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0259299856,0.0272715073,0.1488528550,0.1572000980,0.0000000000,0.0150989490,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2723361552,0.2855317593,0.0647473037,0.0664033815,0.0000000000,0.0000000000,0.0691803396,0.0235030707,0.0233561471,0.0000000000,0.0280033574,0.0249944441,0.0347592942,0.0247754380,0.0000000223,0.0000000000,0.0000000000,0.0000000000,-0.0331330746,0.0493029505,-0.0075443340,-0.0321925096,0.0493111834,-0.0042510312
04:44:44:10.511,61,0.0123012112,0.0978296250,0.0000000000,0.0230754614,0.0000000000,0.0000000000,0.0000000000,0.0123038394,0.0970940441,0.0561417937,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0971079618,0.0000000000,0.0000000000,0.2208461463,0.0907049105,0.3841401637,0.0869118944,0.0000000000,0.0000513961,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0269130915,0.0283120424,0.1495300084,0.1579690874,0.0000000000,0.0148053421,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2668462992,0.2800451815,0.0666665658,0.0683720410,0.0000000000,0.0000000000,0.0696744844,0.0239255596,0.0237550978,0.0000000000,0.0251966473,0.0228858497,0.0340251438,0.0242285691,0.0000000277,0.0000000000,0.0000000000,0.0000000000,-0.0309686139,0.0493275076,-0.0072071226,-0.0300405994,0.0493357405,-0.0039131911
04:44:44:11.513,61,0.0121502131,0.0987111703,0.0000000000,0.0203161351,0.0000000000,0.0000000000,0.0000000000,0.0121532409,0.0980064496,0.0531293228,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0954487175,0.0000000000,0.0000000000,0.2094468772,0.0845630541,0.3702560365,0.0826025382,0.0000000000,0.0005490626,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0277127214,0.0291379951,0.1497486532,0.1581968069,0.0000000000,0.0144275082,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2579968274,0.2720894814,0.0678827167,0.0696100891,0.0000000000,0.0000000000,0.0698469654,0.0240056682,0.0238155667,0.0000000000,0.0236478429,0.0216397494,0.0332157984,0.0236600842,0.0000000261,0.0000000000,0.0000000000,0.0000000000,-0.0292852670,0.0497686714,-0.0069776168,-0.0283746161,0.0497768894,-0.0036568604
04:44:44:12.515,61,0.0119063649,0.0986876637,0.0000000000,0.0194889586,0.0000000000,0.0000000000,0.0000000000,0.0119098062,0.0979930907,0.0522295535,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0908559933,0.0000000000,0.0000000000,0.2034921199,0.0787726864,0.3625097275,0.0791134834,0.0000000000,0.0010320168,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0283564776,0.0297989026,0.1495247930,0.1578962058,0.0000000000,0.0139654595,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2483806163,0.2623648643,0.0688753575,0.0706375763,0.0000000000,0.0000000000,0.0697591603,0.0238112975,0.0236028396,0.0000000000,0.0224205256,0.0205918271,0.0321414731,0.0230995286,0.0000000204,0.0000000000,0.0000000000,0.0000000000,-0.0287842304,0.0497558862,-0.0068978611,-0.0278755091,0.0497641042,-0.0035780258
04:44:44:13.516,61,0.0117325373,0.0989545584,0.0000000000,0.0189765412,0.0000000000,0.0000000000,0.0000000000,0.0117364572,0.0982658342,0.0516347364,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0881251469,0.0000000000,0.0000000000,0.2001915723,0.0748041347,0.3581042588,0.0759062320,0.0000000000,0.0014925870,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0289405361,0.0303880274,0.1491754502,0.1574284136,0.0000000000,0.0135041792,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2446808815,0.2587519288,0.0696534961,0.0714482889,0.0000000000,0.0000000000,0.0696091130,0.0234601479,0.0232350528,0.0000000000,0.0213628523,0.0196268279,0.0307373106,0.0224880315,0.0000000063,0.0000000000,0.0000000000,0.0000000000,-0.0284513161,0.0498898774,-0.0068558492,-0.0275660679,0.0498981550,-0.0035308215
04:44:44:14.517,61,0.0117002511,0.0991927162,0.0000000000,0.0191894546,0.0000000000,0.0000000000,0.0000000000,0.0117048658,0.0985010415,0.0518414788,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0868418366,0.0000000000,0.0000000000,0.1985266656,0.0713079348,0.3557043672,0.0729822218,0.0000000000,0.0018586857,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0294782072,0.0309333410,0.1489461511,0.1569772810,0.0000000000,0.0130556300,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2428518832,0.2569287419,0.0704516917,0.0723907053,0.0000000000,0.0000000000,0.0696450248,0.0231257845,0.0228818562,0.0000000000,0.0203513410,0.0187566150,0.0281975437,0.0217289478,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0285650492,0.0500102192,-0.0068830280,-0.0276943184,0.0500184670,-0.0035524836
04:44:44:15.520,61,0.0118225068,0.0984049216,0.0000000000,0.0184178110,0.0000000000,0.0000000000,0.0000000000,0.0118278479,0.0977254361,0.0509484001,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0862434804,0.0000000000,0.0000000000,0.1979912370,0.0685113743,0.3542866111,0.0712777600,0.0000000000,0.0022127989,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0299371108,0.0314044654,0.1485753059,0.1563921720,0.0000000000,0.0126464013,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2421861440,0.2562754750,0.0717579573,0.0741599351,0.0000000000,0.0000000000,0.0698059350,0.0227482393,0.0224864054,0.0000000000,0.0193946511,0.0179399513,0.0250888057,0.0204460267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0280723199,0.0496120602,-0.0067749219,-0.0272294134,0.0496203378,-0.0034745443
04:44:44:16.521,61,0.0124065503,0.0967501029,0.0000000000,0.0181975961,0.0000000000,0.0000000000,0.0000000000,0.0124158254,0.0960782915,0.0506746955,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0863889977,0.0000000000,0.0000000000,0.2009928674,0.0663274452,0.3534003496,0.0698899850,0.0000000000,0.0024786571,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0303878430,0.0318489634,0.1483138800,0.1558825076,0.0000000000,0.0122802490,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2454298586,0.2595239580,0.0742725879,0.0771373138,0.0000000000,0.0000000000,0.0699381828,0.0224866457,0.0222026687,0.0000000000,0.0185205676,0.0171485487,0.0224049576,0.0189274289,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0279296115,0.0487771928,-0.0066886563,-0.0270979684,0.0487855598,-0.0034444504
04:44:44:17.523,61,0.0143814860,0.0909152329,0.0000000000,0.0142375464,0.0000000000,0.0000000000,0.0000000000,0.0143956225,0.0903072283,0.0462674275,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0903266519,0.0000000000,0.0000000000,0.2120154053,0.0646884143,0.3526525199,0.0688150451,0.0000000000,0.0027112823,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0308274310,0.0322858691,0.1482595205,0.1555658132,0.0000000000,0.0119710984,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2575055361,0.2719763219,0.0771251470,0.0802753195,0.0000000000,0.0000000000,0.0700822845,0.0221855734,0.0218822062,0.0000000000,0.0177613571,0.0164213683,0.0199238453,0.0172178429,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0255073085,0.0458308309,-0.0060922969,-0.0247119740,0.0458393171,-0.0030447948
04:44:44:18.524,61,0.0154122347,0.0737429559,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0154285906,0.0734714791,0.0176159218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0965854079,0.0000000000,0.0005864529,0.2185928673,0.0632313341,0.3520020545,0.0676906258,0.0000000000,0.0028916709,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0312401317,0.0326685198,0.1484195888,0.1554532051,0.0000000000,0.0116662225,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2624031305,0.2767643034,0.0802766457,0.0833234787,0.0000000000,0.0000000000,0.0704139620,0.0218573380,0.0215393119,0.0000000000,0.0174099375,0.0160188247,0.0184288993,0.0160370227,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0096119083,0.0371685624,-0.0031560669,-0.0089665856,0.0371775702,-0.0006892962
04:44:44:19.526,61,0.0160892643,0.0634566247,0.0041825082,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0161069855,0.0634035915,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0989110321,0.0000000000,0.0013440170,0.2210781276,0.0606356524,0.3519289792,0.0666281506,0.0000000000,0.0029564155,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0315589197,0.0329299793,0.1484726965,0.1552390605,0.0000000000,0.0113050239,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2646235824,0.2788887024,0.0846197531,0.0870331302,0.0000000000,0.0000000000,0.0708225146,0.0213253275,0.0210014153,0.0000000000,0.0174432136,0.0159452856,0.0174078047,0.0151421623,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0018876158,0.0320012122,-0.0012565521,0.0023998935,0.0320104882,0.0008584429
04:44:44:20.527,61,0.0161054861,0.0561271459,0.0118220616,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0161239654,0.0561582595,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0997432470,0.0000000000,0.0021682067,0.2145457715,0.0576369315,0.3526189327,0.0655472502,0.0000000000,0.0029512788,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0317405500,0.0330075324,0.1483904123,0.1549422890,0.0000000000,0.0108528845,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2564890981,0.2686950862,0.0875169933,0.0893866196,0.0000000000,0.0000000000,0.0713739470,0.0205643494,0.0202411711,0.0000000000,0.0177639071,0.0162147414,0.0167666059,0.0145086572,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0064320303,0.0283169150,-0.0004716171,0.0069109518,0.0283263996,0.0014011425
04:44:44:21.529,61,0.0157659315,0.0489268340,0.0184715819,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0157842897,0.0490281470,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0946558714,0.0000000000,0.0026861564,0.1932541877,0.0557311177,0.3631438613,0.0646926463,0.0000000000,0.0028518294,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0317607261,0.0329383984,0.1481636912,0.1544588804,0.0000000000,0.0103202621,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2269960344,0.2371503115,0.0890520439,0.0906728655,0.0000000000,0.0000000000,0.0720116347,0.0196689982,0.0193525217,0.0000000000,0.0183341522,0.0168170277,0.0164784752,0.0141380522,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0104065575,0.0246976763,0.0002016155,0.0108423065,0.0247073248,0.0018353176
04:44:44:22.530,61,0.0103086969,0.0434266664,0.0237531047,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0103172278,0.0435808972,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0752946213,0.0000000000,0.0031805425,0.1691709757,0.0545389727,0.3694336116,0.0642199814,0.0000000000,0.0028574779,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0315329321,0.0326037668,0.1427177638,0.1486506611,0.0000000000,0.0096888747,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1722431481,0.1877478659,0.0899539292,0.0914166197,0.0000000000,0.0000000000,0.0738597736,0.0188018419,0.0184950866,0.0000000000,0.0196535457,0.0181319248,0.0165981203,0.0140966028,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0135444626,0.0219343901,0.0007092566,0.0139668714,0.0219441578,0.0021632372
