,Position_X,Position_Y,Position_Z,Velocity_X,Velocity_Y,Velocity_Z,Acceleration_X,Acceleration_Y,Acceleration_Z,Quaterion_0,Quaterion_1,Quaterion_2,Quaterion_3
207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010585734620690346,-0.0034030377864837646,0.010839806869626045,1.0,0.0,0.0,0.0
208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007082784082740545,-0.0042656236328184605,0.007539891172200441,1.0,0.0,1.0842021724855044e-19,6.193928426797071e-20
209.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005299950484186411,0.0009395579108968377,-0.001806083251722157,1.0,0.0,-1.0842021724855044e-19,4.8916152703935845e-20
210.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014506524428725243,0.006117955315858126,-0.0004045827081426978,1.0,2.168404344971009e-19,2.168404344971009e-19,-3.8116482626443515e-21
211.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021581679582595825,0.012039712630212307,-0.0053028385154902935,1.0,-1.0842021724855044e-19,-2.168404344971009e-19,2.964615315390051e-20
212.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028045007959008217,0.015502684749662876,-0.010752232745289803,1.0,-1.0842021724855044e-19,-2.168404344971009e-19,-1.0249098661777034e-19
213.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030000096186995506,0.024019889533519745,-0.006959729827940464,1.0,1.0842021724855044e-19,0.0,1.1858461261560205e-19
214.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024896670132875443,0.03071800246834755,-0.0027931733056902885,1.0,3.2526065174565133e-19,-2.168404344971009e-19,-7.792703114739563e-20
215.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015074240043759346,0.027140606194734573,-0.001425894908607006,1.0,0.0,0.0,-1.6178329292557136e-19
216.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032726223580539227,0.01850803941488266,-0.0032725022174417973,1.0,0.0,0.0,1.0164395367051604e-19
217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028291225899010897,0.009109945967793465,-0.0018852584762498736,1.0,-6.505213034913027e-19,-4.336808689942018e-19,2.710505431213761e-20
218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050026606768369675,0.006803590338677168,-6.163615034893155e-05,1.0,0.0,0.0,2.270048298641525e-19
219.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004213864915072918,0.011692345142364502,0.0007805982022546232,1.0,1.0842021724855044e-19,4.336808689942018e-19,2.879912020664621e-20
220.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015326175838708878,0.015164687298238277,-0.004084902815520763,1.0,-5.421010862427522e-20,0.0,8.470329472543003e-20
221.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019823405891656876,0.015024888329207897,-0.0021332891192287207,1.0,-1.3552527156068805e-20,4.336808689942018e-19,-1.7914746834428452e-19
222.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02075907029211521,0.016788404434919357,0.0025815078988671303,1.0,1.3552527156068805e-20,-4.336808689942018e-19,-4.2012834183813297e-19
223.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023253999650478363,0.021619094535708427,0.004951860755681992,1.0,0.0,2.168404344971009e-19,7.252719610864947e-21
224.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02720296010375023,0.02893684431910515,0.00494605815038085,1.0,-1.3552527156068805e-20,2.168404344971009e-19,-4.213988912590144e-20
225.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025438042357563972,0.03058905340731144,0.003763275919482112,1.0,0.0,5.421010862427522e-20,-7.555798587304376e-20
226.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022160205990076065,0.027755454182624817,0.0033887154422700405,1.0,0.0,2.168404344971009e-19,-1.6019510614946955e-19
227.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016980944201350212,0.024111926555633545,0.0031634552869945765,1.0,1.6263032587282567e-19,0.0,-4.1674021004911577e-19
228.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015306727029383183,0.021228918805718422,0.001624644617550075,1.0,0.0,4.336808689942018e-19,8.470329472543003e-19
229.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011673026718199253,0.01988876238465309,-0.0008796050096862018,1.0,-2.168404344971009e-19,-2.168404344971009e-19,-1.2675848055660605e-18
230.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00542106619104743,0.013958732597529888,-0.0009452521335333586,1.0,0.0,4.336808689942018e-19,1.8719428134320037e-19
231.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013000768376514316,0.008487571962177753,0.00046477990690618753,1.0,0.0,0.0,5.933465795516374e-19
232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017102431738749146,0.006661469582468271,-0.00038476515328511596,1.0,4.336808689942018e-19,2.168404344971009e-19,-3.5151867311053464e-19
233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196901080198586,0.0078006465919315815,-0.0013194261118769646,1.0,0.0,0.0,-9.092898688774914e-19
234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006470613880082965,0.009196892380714417,-0.002605789341032505,1.0,2.168404344971009e-19,0.0,-6.060520737604519e-19
235.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001752899494022131,0.00932882446795702,-0.0034208425786346197,1.0,0.0,0.0,3.3457801416544863e-20
236.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00569178769364953,0.01227378100156784,-0.005058268550783396,1.0,0.0,1.0842021724855044e-19,-1.5788694136820158e-18
237.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011013474315404892,0.02167443558573723,-0.0028130789287388325,1.0,0.0,0.0,3.441071348220595e-18
238.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012007269077003002,0.02634545974433422,0.0008381551597267389,1.0,-4.336808689942018e-19,-2.168404344971009e-19,-5.336307567702092e-19
239.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013661905191838741,0.019564174115657806,0.002705611987039447,1.0,2.168404344971009e-19,4.336808689942018e-19,1.760134464394436e-18
240.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01454142015427351,0.014071726240217686,4.485108001972549e-05,1.0,0.0,2.168404344971009e-19,-1.8600843521704435e-18
241.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015257180668413639,0.018634110689163208,-0.00020470771414693445,1.0,0.0,-4.336808689942018e-19,5.531125145570581e-18
242.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014019490219652653,0.02086339332163334,0.0005928637110628188,1.0,4.336808689942018e-19,0.0,-1.0282979979667206e-18
243.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012820260599255562,0.016776470467448235,0.001002337085083127,1.0,0.0,0.0,-2.270048298641525e-18
244.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010785195045173168,0.01450094673782587,-0.0016935678431764245,1.0,0.0,4.336808689942018e-19,-1.6059744679941534e-18
245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01139708049595356,0.0007615087670274079,0.00027599051827564836,1.0,-4.336808689942018e-19,0.0,-9.486769009248164e-19
246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02814042754471302,-0.013856949284672737,0.003341258503496647,1.0,0.0,-2.168404344971009e-19,2.537710709973884e-18
247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010546481236815453,-0.004345479421317577,-0.009318188764154911,1.0,0.0,2.168404344971009e-19,1.1163894244811678e-18
248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00129827915225178,0.0026359239127486944,-0.004153111483901739,1.0,0.0,1.0842021724855044e-19,1.5898808419963217e-18
249.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016559908166527748,0.010645963251590729,-0.005164172034710646,1.0,-4.336808689942018e-19,0.0,-2.256495771485456e-18
250.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02357845939695835,0.01178725529462099,-0.00897742435336113,1.0,-8.673617379884035e-19,0.0,-1.446732273910345e-18
251.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018824473023414612,0.016178356483578682,-0.002641106955707073,1.0,4.336808689942018e-19,2.168404344971009e-19,-2.3140940118987485e-18
252.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010208125226199627,0.019930662587285042,0.002583431778475642,1.0,-4.336808689942018e-19,-4.336808689942018e-19,2.197203465177655e-18
253.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006573031190782785,0.012690838426351547,0.0013693637447431684,1.0,-4.336808689942018e-19,0.0,-2.5682038960750386e-18
254.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00456007057800889,0.009977024979889393,0.00033680672640912235,1.0,0.0,2.168404344971009e-19,-5.844527336054672e-19
255.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004020642954856157,0.00806738343089819,0.002824609400704503,1.0,-4.336808689942018e-19,0.0,-8.876905287225068e-19
256.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006432226859033108,0.006428690627217293,0.00299268402159214,1.0,4.336808689942018e-19,2.168404344971009e-19,9.9272261418204e-19
257.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007294001057744026,0.005100171081721783,0.0014750107657164335,1.0,0.0,0.0,-1.4450382080158364e-18
