,Position_X,Position_Y,Position_Z,Velocity_X,Velocity_Y,Velocity_Z,Acceleration_X,Acceleration_Y,Acceleration_Z,Quaterion_0,Quaterion_1,Quaterion_2,Quaterion_3
166,0.0,0.0,0.0,0.0,0.0,0.0,-0.2180,0.9424,0.2136,0.4792,0.5212,-0.4116,-0.5738
167,0.0,0.0,0.0,0.0,0.0,0.0,-0.2191,0.9318,0.2107,0.4793,0.5205,-0.4109,-0.5748
168,0.0,0.0,0.0,0.0,0.0,0.0,-0.1964,0.8861,0.1961,0.4798,0.5199,-0.4111,-0.5749
169,0.0,0.0,0.0,0.0,0.0,0.0,-0.2051,0.9022,0.1888,0.4800,0.5196,-0.4117,-0.5746
170,0.0,0.0,0.0,0.0,0.0,0.0,-0.2175,0.9430,0.2029,0.4801,0.5193,-0.4124,-0.5743
171,0.0,0.0,0.0,0.0,0.0,0.0,-0.2285,0.9798,0.2146,0.4801,0.5192,-0.4129,-0.5740
172,0.0,0.0,0.0,0.0,0.0,0.0,-0.2242,0.9725,0.2126,0.4802,0.5192,-0.4134,-0.5735
173,0.0,0.0,0.0,0.0,0.0,0.0,-0.2155,0.9613,0.2126,0.4806,0.5189,-0.4138,-0.5732
174,0.0,0.0,0.0,0.0,0.0,0.0,-0.2175,0.9512,0.2102,0.4811,0.5185,-0.4139,-0.5730
175,0.0,0.0,0.0,0.0,0.0,0.0,-0.2200,0.9425,0.2083,0.4814,0.5183,-0.4141,-0.5729
176,0.0,0.0,0.0,0.0,0.0,0.0,-0.2249,0.9382,0.2053,0.4813,0.5183,-0.4142,-0.5728
177,0.0,0.0,0.0,0.0,0.0,0.0,-0.2302,0.9397,0.2029,0.4810,0.5184,-0.4143,-0.5729
178,0.0,0.0,0.0,0.0,0.0,0.0,-0.2322,0.9402,0.2019,0.4805,0.5186,-0.4147,-0.5729
179,0.0,0.0,0.0,0.0,0.0,0.0,-0.2244,0.9377,0.1975,0.4800,0.5186,-0.4152,-0.5729
180,0.0,0.0,0.0,0.0,0.0,0.0,-0.2093,0.9308,0.1937,0.4799,0.5184,-0.4162,-0.5725
181,0.0,0.0,0.0,0.0,0.0,0.0,-0.2107,0.9366,0.1912,0.4799,0.5184,-0.4176,-0.5714
182,0.0,0.0,0.0,0.0,0.0,0.0,-0.2228,0.9585,0.1927,0.4799,0.5183,-0.4188,-0.5707
183,0.0,0.0,0.0,0.0,0.0,0.0,-0.2276,0.9775,0.1951,0.4799,0.5183,-0.4199,-0.5699
184,0.0,0.0,0.0,0.0,0.0,0.0,-0.2295,0.9789,0.1970,0.4798,0.5184,-0.4209,-0.5692
185,0.0,0.0,0.0,0.0,0.0,0.0,-0.2252,0.9712,0.1956,0.4794,0.5185,-0.4218,-0.5687
186,0.0,0.0,0.0,0.0,0.0,0.0,-0.2208,0.9682,0.1975,0.4789,0.5187,-0.4228,-0.5682
187,0.0,0.0,0.0,0.0,0.0,0.0,-0.2174,0.9662,0.1980,0.4784,0.5185,-0.4235,-0.5683
188,0.0,0.0,0.0,0.0,0.0,0.0,-0.2159,0.9628,0.1976,0.4778,0.5182,-0.4240,-0.5686
189,0.0,0.0,0.0,0.0,0.0,0.0,-0.2131,0.9570,0.1976,0.4775,0.5181,-0.4243,-0.5688
190,0.0,0.0,0.0,0.0,0.0,0.0,-0.2106,0.9521,0.1927,0.4773,0.5182,-0.4247,-0.5686
191,0.0,0.0,0.0,0.0,0.0,0.0,-0.2126,0.9517,0.1883,0.4770,0.5184,-0.4251,-0.5684
192,0.0,0.0,0.0,0.0,0.0,0.0,-0.2155,0.9541,0.1883,0.4768,0.5184,-0.4255,-0.5682
193,0.0,0.0,0.0,0.0,0.0,0.0,-0.2179,0.9595,0.1854,0.4765,0.5187,-0.4260,-0.5678
194,0.0,0.0,0.0,0.0,0.0,0.0,-0.2194,0.9619,0.1825,0.4763,0.5189,-0.4262,-0.5676
195,0.0,0.0,0.0,0.0,0.0,0.0,-0.2208,0.9615,0.1800,0.4762,0.5186,-0.4261,-0.5680
196,0.0,0.0,0.0,0.0,0.0,0.0,-0.2199,0.9590,0.1795,0.4762,0.5183,-0.4261,-0.5684
197,0.0,0.0,0.0,0.0,0.0,0.0,-0.2155,0.9522,0.1791,0.4760,0.5182,-0.4263,-0.5684
198,0.0,0.0,0.0,0.0,0.0,0.0,-0.2106,0.9507,0.1786,0.4758,0.5182,-0.4268,-0.5683
